TimeStamp,TimeStarted,DateStarted,Coder,ArticleID,ArticleIssues,ArticleLanguage,JIF,StudyType,PreReg,PreRegWhere,PreRegAccess,PreRegAspects,RawData,RawDataAvl,RawDataWhere,RawDataAccess,RawDataDocument,ProcessData,ProcessDataWhere,ProcessDataAccess,ProcessDataDocument,AnalysisScript,AnalysisScriptWhere,AnalysisScriptAccess,Materials,MaterialsWhere,MaterialsAccess,COI,Replication,OA,TimeEnded,DateEnded,CountryAuthor,EmpiricalStudyData,JIFYear,Year,year_split,clickable_doi,coder,round2_coder,Source.title,Agree,c
2021-11-22T15:26:54.032Z,1899-12-31T15:23:00Z,2021-11-22T00:00:00Z,MR,66233d34,There are no issues,English,0.934,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T15:26:00Z,2021-11-22T00:00:00Z,Australia,Corpus study,2010.0,2009,Pre-OS,http://doi.org/10.1111/j.1467-971X.2009.01593.x,mr,,World Englishes,TRUE,
2021-11-22T15:31:54.453Z,1899-12-31T15:27:00Z,2021-11-22T00:00:00Z,MR,be6d12b4,There are no issues,French Lexifier Creoles / cross linguistic,0.333,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T15:31:00Z,2021-11-22T00:00:00Z,USA,,,2008,Pre-OS,http://doi.org/10.1075/jpcl.23.2.03rus,mr,,Journal of Pidgin and Creole Languages,TRUE,
2021-11-22T15:38:14.541Z,1899-12-31T15:34:00Z,2021-11-22T00:00:00Z,MR,b4634b48,There are no issues,"Enets, Nenets",0.053,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, individual examples in article >> text files?","Yes, the statement says that the raw data are available.",raw data are available as individual examples in the article,No,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T15:38:00Z,2021-11-22T00:00:00Z,Estonia,Field study or language description,2010.0,2008,Pre-OS,http://doi.org/10.3176/lu.2008.2.04,mr,ab,Linguistica Uralica,TRUE,
2021-11-23T18:43:27.037Z,1899-12-31T12:41:00Z,2021-11-23T00:00:00Z,JC,6cbe809e,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T12:43:00Z,2021-11-23T00:00:00Z,,,,2009,Pre-OS,http://doi.org/10.1080/1750399X.2009.10798783,jc,,Interpreter and Translator Trainer,TRUE,
2021-11-23T18:48:31.454Z,1899-12-31T12:44:00Z,2021-11-23T00:00:00Z,JC,90f11384,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T12:48:00Z,2021-11-23T00:00:00Z,Australia,observational study,,2008,Pre-OS,http://doi.org/10.1177/1750481308095937,jc,,Discourse and Communication,TRUE,
2021-11-23T18:52:49.471Z,1899-12-31T12:50:00Z,2021-11-23T00:00:00Z,JC,0b46a075,There are no issues,English,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T12:52:00Z,2021-11-23T00:00:00Z,Canada,,,2009,Pre-OS,http://doi.org/10.1080/09500780902752081,jc,,Language and Education,TRUE,
2021-11-24T09:43:53.548Z,1899-12-31T08:28:00Z,2021-11-24T00:00:00Z,LK,c3dfba24,There are no issues,Spanish and English,2.462,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T08:43:00Z,2021-11-24T00:00:00Z,USA,Experimental study,2018.0,2018,After-OS,http://doi.org/10.1016/j.wocn.2018.04.002,lk,,Journal of Phonetics,TRUE,
2021-11-24T09:50:59.307Z,1899-12-31T08:47:00Z,2021-11-24T00:00:00Z,LK,548f6c5a,There are no issues,Universal,1.292,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"Yes, the statement says that there is no conflict of interest",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T08:50:00Z,2021-11-24T00:00:00Z,"Ghana, Estonia",Survey or interview,2019,2019,After-OS,http://doi.org/10.1080/14708477.2019.1569671,lk,jc,Language and Intercultural Communication,TRUE,
2021-11-24T09:58:18.676Z,1899-12-31T08:54:00Z,2021-11-24T00:00:00Z,LK,0c65cdd8,There are no issues,Korean,1.329,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Video,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T08:58:00Z,2021-11-24T00:00:00Z,USA,Observational study,2018.0,2018,After-OS,http://doi.org/10.1016/j.pragma.2018.08.021,lk,,Journal of Pragmatics,TRUE,
2021-11-24T10:02:47.687Z,1899-12-31T09:00:00Z,2021-11-24T00:00:00Z,LK,8fe7b38b,There are no issues,universal,1.899,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T09:02:00Z,2021-11-24T00:00:00Z,USA,,2018.0,2019,After-OS,http://doi.org/10.1353/lan.2019.0009,lk,,Language,TRUE,
2021-11-24T10:10:19.710Z,1899-12-31T09:07:00Z,2021-11-24T00:00:00Z,LK,204d833e,There are no issues,Lithuanian,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"Yes, the statement says that the raw data are available.",Available from a third party,Yes,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T09:10:00Z,2021-11-24T00:00:00Z,Lithuania,Corpus study,NA,2018,After-OS,http://doi.org/10.22601/PET.2018.03.03,lk,ab,Philologia Estonica Tallinnensis,TRUE,
2021-11-25T10:25:58.383Z,1899-12-31T09:23:00Z,2021-11-25T00:00:00Z,LK,72ce5267,There are no issues,Turkish,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T09:25:00Z,2021-11-25T00:00:00Z,Turkey,,NA,2019,After-OS,http://doi.org/10.18492/dad.436226,lk,,Dilbilim Arastirmalari Dergisi,TRUE,
2021-11-25T10:31:20.710Z,1899-12-31T09:28:00Z,2021-11-25T00:00:00Z,LK,bc5e5b11,There are no issues,universal,1.733,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"Yes, the statement says that there is no conflict of interest",,,1899-12-31T09:31:00Z,2021-11-25T00:00:00Z,USA,,2019.0,2019,After-OS,http://doi.org/10.1080/17549507.2018.1457721,lk,,International Journal of Speech-Language Pathology,TRUE,
2021-11-25T11:00:59.578Z,1899-12-31T09:56:00Z,2021-11-25T00:00:00Z,LK,8776f3ff,There are no issues,"Brazilian, English",1.596,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T10:00:00Z,2021-11-25T00:00:00Z,Canada,Observational study,2021.0,2018,After-OS,http://doi.org/10.1177/0033688217746205,lk,tr,RELC Journal,FALSE,
2021-11-25T11:09:39.606Z,1899-12-31T10:03:00Z,2021-11-25T00:00:00Z,LK,61c86948,There are no issues,English,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T10:09:00Z,2021-11-25T00:00:00Z,Unclear,,NA,2018,After-OS,http://doi.org/10.18355/XL.2018.11.02.21,lk,,XLinguae,TRUE,
2021-11-25T11:27:03.187Z,1899-12-31T10:26:00Z,2021-11-25T00:00:00Z,LK,0caa1667,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T10:26:00Z,2021-11-25T00:00:00Z,,,,2019,After-OS,http://doi.org/10.1177/1086296X19859515,lk,,Journal of Literacy Research,TRUE,
2021-11-26T10:28:20.076Z,1899-12-31T09:24:00Z,2021-11-26T00:00:00Z,LK,7c4201d9,There are no issues,Spanish,1.661,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T09:28:00Z,2021-11-26T00:00:00Z,Mexico,Experimental study,2018.0,2018,After-OS,http://doi.org/10.1016/j.specom.2018.10.009,lk,,Speech Communication,TRUE,
2021-11-26T10:34:52.787Z,1899-12-31T09:31:00Z,2021-11-26T00:00:00Z,LK,7964bf9b,There are no issues,Spanish,2.6,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"Yes, materials or additional information about the method are freely available",Supplementary materials hosted by the journal,Yes,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T09:34:00Z,2021-11-26T00:00:00Z,USA,Experimental study,2018.0,2018,After-OS,http://doi.org/10.1017/S0272263118000049,lk,,Studies in Second Language Acquisition,TRUE,
2021-11-26T10:38:02.047Z,1899-12-31T09:37:00Z,2021-11-26T00:00:00Z,LK,b0e7d5b3,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T09:37:00Z,2021-11-26T00:00:00Z,,,,2019,After-OS,http://doi.org/10.1002/trtr.1809,lk,jc,Reading Teacher,FALSE,
2021-11-26T10:41:10.489Z,1899-12-31T09:38:00Z,2021-11-26T00:00:00Z,LK,9f0d125b,There are no issues,universal,0.4,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T09:40:00Z,2021-11-26T00:00:00Z,China,,2020.0,2018,After-OS,http://doi.org/10.18823/asiatefl.2018.15.3.16.805,lk,,Journal of Asia TEFL,TRUE,
2021-11-26T10:47:40.282Z,1899-12-31T09:43:00Z,2021-11-26T00:00:00Z,LK,81fba1e6,There are no issues,universal,1.516,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T09:47:00Z,2021-11-26T00:00:00Z,Sweden,Case study,2018.0,2018,After-OS,http://doi.org/10.1016/j.linged.2018.02.001,lk,,Linguistics and Education,TRUE,
2021-12-02T19:30:56.154Z,1899-12-31T13:26:00Z,2021-12-02T00:00:00Z,JC,5992ac31,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Audio","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:30:00Z,2021-12-02T00:00:00Z,USA,"Survey or interview, Observational study",,2008,Pre-OS,http://doi.org/10.1111/j.1944-9720.2008.tb03322.x,jc,,Foreign Language Annals,TRUE,
2021-12-02T19:36:08.125Z,1899-12-31T13:32:00Z,2021-12-02T00:00:00Z,JC,dc9bcac8,There are no issues,"English, Universal",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:35:00Z,2021-12-02T00:00:00Z,USA,Experimental study,2014,2008,Pre-OS,http://doi.org/10.1016/j.bandl.2007.11.004,jc,lk,Brain and Language,TRUE,
2021-12-02T19:39:56.763Z,1899-12-31T13:37:00Z,2021-12-02T00:00:00Z,JC,f8b1fd03,There are no issues,"Spanish, Catalan",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:39:00Z,2021-12-02T00:00:00Z,Spain,Experimental study,,2008,Pre-OS,http://doi.org/10.1016/j.bandl.2008.01.006,jc,,Brain and Language,TRUE,
2021-12-02T19:43:33.498Z,1899-12-31T13:40:00Z,2021-12-02T00:00:00Z,JC,e9f25eb9,There are no issues,French,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Audio","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:43:00Z,2021-12-02T00:00:00Z,UK,Observational study,,2008,Pre-OS,http://doi.org/10.1016/j.pragma.2007.12.007,jc,,Journal of Pragmatics,TRUE,
2021-12-02T19:52:00.834Z,1899-12-31T13:51:00Z,2021-12-02T00:00:00Z,JC,38560d37,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T13:52:00Z,2021-12-02T00:00:00Z,,,,2008,Pre-OS,http://doi.org/10.1515/IPRG.2008.015,jc,,Intercultural Pragmatics,TRUE,
2021-12-02T19:55:38.926Z,1899-12-31T13:53:00Z,2021-12-02T00:00:00Z,JC,e6592272,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:55:00Z,2021-12-02T00:00:00Z,Japan,Observational study,,2009,Pre-OS,http://doi.org/10.1002/j.1545-7249.2009.tb00251.x,jc,,TESOL Quarterly,TRUE,
2021-12-02T20:00:31.327Z,1899-12-31T13:59:00Z,2021-12-02T00:00:00Z,JC,158348bf,There are no issues,Bidiya,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T14:00:00Z,2021-12-02T00:00:00Z,Unclear,,,2009,Pre-OS,http://doi.org/10.2478/v10122-009-0007-9,jc,,Lingua Posnaniensis,TRUE,
2021-12-03T03:32:31.759Z,1899-12-31T21:16:00Z,2021-12-02T00:00:00Z,JC,7726ca7b,There are no issues,"English, French",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T21:32:00Z,2021-12-02T00:00:00Z,Canada,Observational study,,2009,Pre-OS,http://doi.org/10.1017/S1366728909990101,jc,,Bilingualism,TRUE,
2021-12-03T03:41:03.455Z,1899-12-31T21:37:00Z,2021-12-02T00:00:00Z,JC,e0b19c7e,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T21:40:00Z,2021-12-02T00:00:00Z,UK,Survey or interview,,2008,Pre-OS,http://doi.org/10.1080/10749030801970528,jc,,"Mind, Culture, and Activity",TRUE,
2021-12-03T03:48:39.674Z,1899-12-31T21:45:00Z,2021-12-02T00:00:00Z,JC,ddac6f5a,There are no issues,"English, Spanish",NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T21:48:00Z,2021-12-02T00:00:00Z,USA,Experimental study,,2008,Pre-OS,http://doi.org/10.1017/S0305000907008264,jc,,Journal of Child Language,TRUE,
2021-12-03T04:17:33.676Z,1899-12-31T22:14:00Z,2021-12-02T00:00:00Z,JC,0346337d,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:17:00Z,2021-12-02T00:00:00Z,UK,Observational study,,2009,Pre-OS,http://doi.org/10.1080/09588220802613781,jc,,Computer Assisted Language Learning,TRUE,
2021-12-04T04:43:33.931Z,1899-12-31T22:38:00Z,2021-12-03T00:00:00Z,JC,7f67e37f,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:43:00Z,2021-12-03T00:00:00Z,USA,Observational study,,2009,Pre-OS,http://doi.org/10.1080/02687030802669534,jc,,Aphasiology,TRUE,
2021-12-04T04:49:13.274Z,1899-12-31T22:44:00Z,2021-12-03T00:00:00Z,JC,756da72f,There are no issues,Japanese,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:48:00Z,2021-12-03T00:00:00Z,Japan,Experimental study,,2009,Pre-OS,http://doi.org/10.1177/0023830908099884,jc,,Language and Speech,TRUE,
2021-12-04T04:53:49.518Z,1899-12-31T22:49:00Z,2021-12-03T00:00:00Z,JC,53780209,There are no issues,Mandarin,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T22:53:00Z,2021-12-03T00:00:00Z,China,,,2008,Pre-OS,http://doi.org/,jc,,Journal of Chinese Linguistics,TRUE,
2021-12-04T04:57:59.970Z,1899-12-31T22:54:00Z,2021-12-03T00:00:00Z,JC,e4f158dd,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:57:00Z,2021-12-03T00:00:00Z,USA,Observational study,,2009,Pre-OS,http://doi.org/10.1080/10489220902769234,jc,,Language Acquisition,TRUE,
2021-12-04T05:03:06.781Z,1899-12-31T22:59:00Z,2021-12-03T00:00:00Z,JC,15561653,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T23:02:00Z,2021-12-03T00:00:00Z,,,,2009,Pre-OS,http://doi.org/,jc,tr,Neuphilologische Mitteilungen,FALSE,
2021-12-04T20:29:02.397Z,1899-12-31T14:25:00Z,2021-12-04T00:00:00Z,JC,bc9ff2b4,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T14:28:00Z,2021-12-04T00:00:00Z,USA,Observational study,,2008,Pre-OS,http://doi.org/10.1080/03634520701852050,jc,,Communication Education,TRUE,
2021-12-04T20:33:38.400Z,1899-12-31T14:31:00Z,2021-12-04T00:00:00Z,JC,0ed96ed5,There are no issues,Tachoni,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T14:33:00Z,2021-12-04T00:00:00Z,USA,,,2009,Pre-OS,http://doi.org/10.1016/j.langsci.2008.12.009,jc,,Language Sciences,TRUE,
2021-12-04T21:23:14.609Z,1899-12-31T15:21:00Z,2021-12-04T00:00:00Z,JC,4ef2213a,There are no issues,English,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T15:22:00Z,2021-12-04T00:00:00Z,USA,,,2008,Pre-OS,http://doi.org/10.1111/j.1749-818X.2007.00038.x,jc,,Linguistics and Language Compass,TRUE,
2021-12-06T15:56:02.386Z,1899-12-31T09:52:00Z,2021-12-06T00:00:00Z,JC,6881ecbb,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T09:55:00Z,2021-12-06T00:00:00Z,USA,Experimental study,,2009,Pre-OS,http://doi.org/10.1016/j.jml.2008.12.002,jc,,Journal of Memory and Language,TRUE,
2021-12-06T16:35:34.151Z,1899-12-31T10:30:00Z,2021-12-06T00:00:00Z,JC,ce8b0bce,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T10:35:00Z,2021-12-06T00:00:00Z,UK,Experimental study,,2008,Pre-OS,http://doi.org/10.1080/01690960701579813,jc,,Language and Cognitive Processes,TRUE,
2021-12-08T00:28:13.749Z,1899-12-31T18:11:00Z,2021-12-07T00:00:00Z,JC,f03d8e7d,There are no issues,Spanish,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, online corpus","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T18:27:00Z,2021-12-07T00:00:00Z,Spain,Corpus study,,2018,After-OS,http://doi.org/10.1075/lic.15019.lab,jc,,Languages in Contrast,TRUE,
