Sourcerecord ID,Source Title,Print-ISSN,E-ISSN,Titles discontinued by Scopus due to quality issues,Coverage,2017 CiteScore,"2017
SJR","2017
SNIP",2018 CiteScore,"2018
SJR","2018
SNIP",2019 CiteScore,"2019
SJR","2019
SNIP",All Science Journal Classification Codes (ASJC)
101076,2000 IEEE Wireless Communications and Networking Conference,,,,"2002, 2000",,,,,,,,,,2200; 
78851,4th International Conference COPPER 99-COBRE 99,,,,"2002, 1999",,,,,,,,,,2200; 
1000147108,8th Korea-Russia International Symposium on Science and Technology - Proceedings: KORUS 2004,,,,2004-2005,,,,,,,,,,2200; 
50013,AACE International Transactions,15287106,,,"2002-2013, 1996-1999, 1994, 1991-1992, 1989, 1987, 1977-1985",,,,,0.124,,,0.125,,2200; 
74842,"ACM International Conference on Computer Graphics, Virtual Reality and Visualisation in Africa",,,,"2006-2007, 2003-2004, 2001",,,,,,,,,,1704; 1709; 
11600154611,ACM International Conference Proceeding Series,,,,"1999-2020, 1996-1997",1.6,0.159,0.422,2.0,0.169,0.428,0.8,0.200,0.333,1705; 1707; 1709; 1712; 
80117,"ACM SIGDOC Annual International Conference on Computer Documentation, Proceedings",,,,"2001-2002, 1996-1997",,,,,,,,,,1700; 
55086,ACM SIGPLAN/SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,,,,"2010-2011, 2007-2008, 2004-2005, 2001-2002, 1998",,,,,,,,,,1712; 
78421,"ACM Symposium on Virtual Reality Software and Technology, Proceedings, VRST",,,,"2001-2002, 1999, 1997",,,,,,,,,,1700; 
65737,ACM/SIGDA International Symposium on Field Programmable Gate Arrays - FPGA,,,,"2010-2014, 1995-2008",,0.273,1.739,,,,,,,1700; 
22678,"ACS Division of Environmental Chemistry, Preprints",00933066,,,"1996-2004, 1973-1980",,,,,,,,,,1500; 
