Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Emmorey, K., Borinstein, H.B., Thompson, R., Gollan, T.H.","6603692155; 23974630900; 26533479100; 6602805333","Bimodal bilingualism",2008,"Bilingualism",11,"1",,43,61,,149,10.1017/S1366728907003203,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40649088123&partnerID=40&md5=3ceced98e070d6ae1800706774fb0cef",Article,Final,,Scopus,2-s2.0-40649088123
"Ramanathan, V.","35618294300","Applied linguistics redux: A derridean exploration of Alzheimer lifehistories",2008,"Applied Linguistics",29,"1",,1,23,,5,10.1093/applin/amm013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40249119774&partnerID=40&md5=1ed643ebfa1dcf1e153f3bc3eaf311ac",Article,Final,,Scopus,2-s2.0-40249119774
"Cheng, A.","36788760300","Analyzing genre exemplars in preparation for writing: The case of an L2 graduate student in the ESP genre-based instructional framework of academic literacy",2008,"Applied Linguistics",29,"1",,50,71,,68,10.1093/applin/amm021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40249116843&partnerID=40&md5=62367d56943db42560affe79b9767bbe",Article,Final,,Scopus,2-s2.0-40249116843
"Iwashita, N., Brown, A., McNamara, T., O'Hagan, S.","7003958208; 55482880500; 7004768749; 51562233400","Assessed levels of second language speaking proficiency: How distinct?",2008,"Applied Linguistics",29,"1",,24,49,,156,10.1093/applin/amm017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40249113331&partnerID=40&md5=2909c198bd19544d46b4ea419e7cbbe6",Article,Final,,Scopus,2-s2.0-40249113331
"Conklin, K., Schmitt, N.","23967922100; 7103372312","Formulaic sequences: Are they processed more quickly than nonformulaic language by native and nonnative speakers?",2008,"Applied Linguistics",29,"1",,72,89,,215,10.1093/applin/amm022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40249107657&partnerID=40&md5=911a76821757b6a5f4d555578991174c",Article,Final,,Scopus,2-s2.0-40249107657
"Gutirrez, A.G.","51561446000","Microgenesis, method and object: A study of collaborative activity in a Spanish as a foreign language classroom",2008,"Applied Linguistics",29,"1",,120,148,,43,10.1093/applin/amm032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40249096084&partnerID=40&md5=9681a9170a1f1bb56ab7e73419faa958",Article,Final,,Scopus,2-s2.0-40249096084
"MacAro, E., Erler, L.","6506744943; 23967792700","Raising the achievement of young-beginner readers of French through strategy instruction",2008,"Applied Linguistics",29,"1",,90,119,,69,10.1093/applin/amm023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40249094630&partnerID=40&md5=4989a63a2610d37573e96ae153bcb045",Article,Final,,Scopus,2-s2.0-40249094630
"Walsh, J., McLeod, W.","55451376000; 57207612982","An overcoat wrapped around an invisible man? Language legislation and language revitalisation in Ireland and Scotland",2008,"Language Policy",7,"1",,21,46,,33,10.1007/s10993-007-9069-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40049110689&partnerID=40&md5=588f6c757589c069fefa5dc81208cb6a",Article,Final,,Scopus,2-s2.0-40049110689
"Shohamy, E., King, K.","6507828870; 9272316600","Editorial 7:1: Language Policy",2008,"Language Policy",7,"1",,1,2,,,10.1007/s10993-007-9078-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40049102454&partnerID=40&md5=1d7c161d857fa9e140c3cddfc1b38032",Article,Final,,Scopus,2-s2.0-40049102454
"Schmid, C.","7201732720","Ethnicity and language tensions in Latvia",2008,"Language Policy",7,"1",,3,19,,27,10.1007/s10993-007-9068-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40049098253&partnerID=40&md5=5df08d2e81ee0c2b4b54c61e2d3f0094",Article,Final,,Scopus,2-s2.0-40049098253
"Evans, S.","55214873600","Disputes and deliberations over language policy: The case of early colonial Hong Kong",2008,"Language Policy",7,"1",,47,65,,12,10.1007/s10993-007-9076-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40049092490&partnerID=40&md5=e3ffe33715377ae5310fa7815dfb4f88",Article,Final,,Scopus,2-s2.0-40049092490
"Brown, G.","7406444263","Selective listening",2008,"System",36,"1",,10,21,,12,10.1016/j.system.2007.11.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849105662&partnerID=40&md5=9400959d66f1462842148b58253fcf17",Article,Final,,Scopus,2-s2.0-39849105662
"Al-jasser, F.","23491348700","The effect of teaching English phonotactics on the lexical segmentation of English as a foreign language",2008,"System",36,"1",,94,106,,17,10.1016/j.system.2007.12.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849101469&partnerID=40&md5=f8a67c2386da8a2815033cb97724c041",Article,Final,,Scopus,2-s2.0-39849101469
"Graham, S., Santos, D., Vanderplank, R.","13805879600; 23994217900; 24475848800","Listening comprehension and strategy use: A longitudinal exploration",2008,"System",36,"1",,52,68,,41,10.1016/j.system.2007.11.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849097976&partnerID=40&md5=68bf98b9b07e07ffae54d8ed98ee1133",Article,Final,,Scopus,2-s2.0-39849097976
"Guichon, N., McLornan, S.","23489096100; 57215119179","The effects of multimodality on L2 learners: Implications for CALL resource design",2008,"System",36,"1",,85,93,,65,10.1016/j.system.2007.11.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849097503&partnerID=40&md5=260913e1e1b732c73aefdba950cd5623",Article,Final,,Scopus,2-s2.0-39849097503
"Broersma, M., Cutler, A.","15055489200; 55799947900","Phantom word activation in L2",2008,"System",36,"1",,22,34,,61,10.1016/j.system.2007.11.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849097502&partnerID=40&md5=c64167af381a03e162114baa2b1ede83",Article,Final,,Scopus,2-s2.0-39849097502
"Field, J.","56573338700","Revising segmentation hypotheses in first and second language listening",2008,"System",36,"1",,35,51,,24,10.1016/j.system.2007.10.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849095559&partnerID=40&md5=a0818df47919bb2760934087ba3e3c28",Article,Final,,Scopus,2-s2.0-39849095559
"Zielinski, B.W.","56055857300","The listener: No longer the silent partner in reduced intelligibility",2008,"System",36,"1",,69,84,,61,10.1016/j.system.2007.11.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849091609&partnerID=40&md5=29070938bca1ec48ff90ca42b5c8f8cc",Article,Final,,Scopus,2-s2.0-39849091609
"Yanagawa, K., Green, A.","23570107500; 55628582548","To show or not to show: The effects of item stems and answer options on performance on a multiple-choice listening comprehension test",2008,"System",36,"1",,107,122,,29,10.1016/j.system.2007.12.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39849083903&partnerID=40&md5=309d0bd57ffcf17fd6a34d4a411beb54",Article,Final,,Scopus,2-s2.0-39849083903
"Kuiken, F., Vedder, I.","8538508700; 8538508800","Cognitive task complexity and written output in Italian and French as a foreign language",2008,"Journal of Second Language Writing",17,"1",,48,60,,99,10.1016/j.jslw.2007.08.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39149101482&partnerID=40&md5=50e7f652b62bc3841bdaea6f79746b1b",Article,Final,,Scopus,2-s2.0-39149101482
"Kobayashi, H., Rinnert, C.","56290501500; 6507849001","Task response and text construction across L1 and L2 writing",2008,"Journal of Second Language Writing",17,"1",,7,29,,40,10.1016/j.jslw.2007.08.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39049146655&partnerID=40&md5=d40534f866bacaaa5f24315ca2e777f6",Article,Final,,Scopus,2-s2.0-39049146655
"Roca de Larios, J., Manchón, R., Murphy, L., Marín, J.","6602313718; 6507239160; 7201572645; 23493246500","The foreign language writer's strategic behaviour in the allocation of time to writing processes",2008,"Journal of Second Language Writing",17,"1",,30,47,,83,10.1016/j.jslw.2007.08.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39049087220&partnerID=40&md5=f65f0f2b5ebf66f15cdfd236f0d11f77",Article,Final,,Scopus,2-s2.0-39049087220
"Paradis, C., Lacharit, D.","8623413900; 23489436200","Apparent phonetic approximation: English loanwords in Old Quebec French",2008,"Journal of Linguistics",44,"1",,87,128,,15,10.1017/S0022226707004963,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949193246&partnerID=40&md5=5d75596bea0474fdd0c0a885a293c32a",Article,Final,,Scopus,2-s2.0-38949193246
"Rubach, J.","8722467700","Palatal nasal decomposition in Slovene, Upper Sorbian and Polish",2008,"Journal of Linguistics",44,"1",,169,204,,6,10.1017/S0022226707004987,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949161187&partnerID=40&md5=a0009477ada183be110b8a0837d5d645",Article,Final,,Scopus,2-s2.0-38949161187
"Cole, P., Hara, Y., Yap, N.T.","36793083300; 19638263700; 57205479377","Auxiliary fronting in Peranakan Javanese",2008,"Journal of Linguistics",44,"1",,1,43,,7,10.1017/S002222670700494X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949140237&partnerID=40&md5=ee391c2f67285c6c43ccaa4b668757bc",Article,Final,,Scopus,2-s2.0-38949140237
"Francis, E.J., Yuasa, E.","8908437800; 23490945600","A multi-modular approach to gradual change in grammaticalization",2008,"Journal of Linguistics",44,"1",,45,86,,19,10.1017/S0022226707004951,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949117992&partnerID=40&md5=e1ec3db1fa8145b1932aadcf09b3f67b",Article,Final,,Scopus,2-s2.0-38949117992
"Hovav, M.R., Levin, B.","6507561175; 7402940008","The English dative alternation: The case for verb sensitivity",2008,"Journal of Linguistics",44,"1",,129,167,,114,10.1017/S0022226707004975,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949098184&partnerID=40&md5=75672f4e5bcd682dcbc19a4969a4283b",Article,Final,,Scopus,2-s2.0-38949098184
"Dimroth, C.","23968529800","Age effects on the process of L2 acquisition? evidence from the acquisition of negation and finiteness in L2 German",2008,"Language Learning",58,"1",,117,150,,29,10.1111/j.1467-9922.2007.00436.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38749151357&partnerID=40&md5=e9edcef2144839e3e8016f76457d183b",Article,Final,,Scopus,2-s2.0-38749151357
"Yan, J.X., Horwitz, E.K.","23483315300; 35952489100","Learners' perceptions of how anxiety interacts with personal and instructional factors to influence their achievement in english: A qualitative analysis of EFL learners in China",2008,"Language Learning",58,"1",,151,183,,116,10.1111/j.1467-9922.2007.00437.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38749141438&partnerID=40&md5=c83c56cc4ae785a71ad5b79367648f19",Article,Final,,Scopus,2-s2.0-38749141438
"Min, H.-T.","36921344400","EFL vocabulary acquisition and retention: Reading plus vocabulary enhancement activities and narrow reading",2008,"Language Learning",58,"1",,73,115,,60,10.1111/j.1467-9922.2007.00435.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38749140682&partnerID=40&md5=aa0558083ac217d8bf7ece2e30cbfc96",Article,Final,,Scopus,2-s2.0-38749140682
"Hamada, M., Koda, K.","23481755800; 23482092000","Influence of first language orthographic experience on second language decoding and word learning",2008,"Language Learning",58,"1",,1,31,,60,10.1111/j.1467-9922.2007.00433.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38749134173&partnerID=40&md5=0789bb549baa8839818eba7c051761fd",Article,Final,,Scopus,2-s2.0-38749134173
"Jansen, L.","23481845200","Acquisition of German word order in tutored learners: A cross-sectional study in a wider theoretical context",2008,"Language Learning",58,"1",,185,231,,14,10.1111/j.1467-9922.2007.00438.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38749115459&partnerID=40&md5=3dd47a70e09e28c96da550d1b7a91715",Article,Final,,Scopus,2-s2.0-38749115459
"Taguchi, N.","23395489500","Cognition, language contact, and the development of pragmatic comprehension in a study-abroad context",2008,"Language Learning",58,"1",,33,71,,95,10.1111/j.1467-9922.2007.00434.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38749094880&partnerID=40&md5=673930e32253737bf3c0828c21de994c",Article,Final,,Scopus,2-s2.0-38749094880
"McDonough, K., Mackey, A.","13009267900; 7006250192","Syntactic priming and ESL question development",2008,"Studies in Second Language Acquisition",30,"1",,31,47,,42,10.1017/S0272263108080029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649142800&partnerID=40&md5=3106652b1e2244f27d7b91960da75aeb",Article,Final,,Scopus,2-s2.0-38649142800
"Webb, S.","12752669100","Receptive and productive vocabulary sizes of L2 learners",2008,"Studies in Second Language Acquisition",30,"1",,79,95,,99,10.1017/S0272263108080042,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649116921&partnerID=40&md5=7afd784dd336ff8f4aa6587856ad78a6",Article,Final,,Scopus,2-s2.0-38649116921
"Anderson, B.","35393253100","Forms of evidence and grammatical development in the acquisition of adjective position in L2 French",2008,"Studies in Second Language Acquisition",30,"1",,1,29,,10,10.1017/S0272263108080017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649104112&partnerID=40&md5=736a87682974d629af81a27b1b69acdd",Article,Final,,Scopus,2-s2.0-38649104112
"Nguyen, H.T., Macken, M.A.","57209589568; 24540556400","Factors affecting the production of Vietnamese tones: A study of American learners",2008,"Studies in Second Language Acquisition",30,"1",,49,77,,7,10.1017/S0272263108080030,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38649085295&partnerID=40&md5=c02a5e5ada4bc315feee4fab30e74299",Article,Final,,Scopus,2-s2.0-38649085295
"Sohn, H.-S.","23098345500","Phonological contrast and coda saliency of sonorant assimilation in Korean",2008,"Journal of East Asian Linguistics",17,"1",,33,59,,3,10.1007/s10831-007-9019-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38549178328&partnerID=40&md5=e435ad93c35e01366c9c6cf8d11a8285",Article,Final,,Scopus,2-s2.0-38549178328
"Wu, J.-S.","17234038500","Terminability, wholeness and semantics of experiential guo",2008,"Journal of East Asian Linguistics",17,"1",,1,32,,10,10.1007/s10831-007-9018-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38549141885&partnerID=40&md5=533e30ee019f5732077c2ab848a6125e",Article,Final,,Scopus,2-s2.0-38549141885
"Tham, S.W.","23098677800","The semantic category of the subject NP in Mandarin specificational copular sentences",2008,"Journal of East Asian Linguistics",17,"1",,61,82,,4,10.1007/s10831-007-9020-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38349099564&partnerID=40&md5=7afd9f11eceb80cf1a5b05d250e3908c",Article,Final,,Scopus,2-s2.0-38349099564
"Haas, J.","39963083100","Trojan Sodomy and the politics of marriage in the Roman d'Enéas",2008,"Exemplaria",20,"1",,48,71,,,10.1179/175330708X268370,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450073218&partnerID=40&md5=4c66717ea812e0b67843479cb8807c25",Article,Final,,Scopus,2-s2.0-70450073218
"Doyle, K.","56059613400","Beyond resistance: Azalais d'altier, Christine de Pizan, and the ""good"" female reader of Briseida",2008,"Exemplaria",20,"1",,72,97,,1,10.1179/175330708X268389,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450008442&partnerID=40&md5=fd00d6277019716615fa8fe359c5e59f",Article,Final,,Scopus,2-s2.0-70450008442
"Boehrer, B., Henley, T.T.","26033049600; 56545495800","Automated Marlowe: Hero and Leander 31-36",2008,"Exemplaria",20,"1",,98,119,,1,10.1179/175330708X268398,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449846155&partnerID=40&md5=a79a57a5a724bb0d06477c3d03df8b64",Article,Final,,Scopus,2-s2.0-70449846155
"Leff, A.M.","39963217400","Writing, gender, and power in Gower's Confessio Amantis",2008,"Exemplaria",20,"1",,28,47,,,10.1179/175330708X268361,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449812703&partnerID=40&md5=69e6917c7d85c89255cf5d6b088d55a7",Article,Final,,Scopus,2-s2.0-70449812703
"Steel, K.","35178616500","How to make a human",2008,"Exemplaria",20,"1",,3,27,,13,10.1179/175330708X268352,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349490503&partnerID=40&md5=5b0a20d17bc9325d56f3df399b99f566",Article,Final,,Scopus,2-s2.0-70349490503
"Peoples, C.","25947798300","Decoding Ballistic Missile Defense: Semiotics and the power of the image in American Ballistic Missile Defense",2008,"Social Semiotics",18,"1",,17,31,,3,10.1080/10350330701838852,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749142895&partnerID=40&md5=6811769e5674a6db6129a817d5255ac6",Article,Final,,Scopus,2-s2.0-57749142895
"Goh, R.B.H.","8405358100","Myths of reversal: Backwards narratives, normative schizophrenia and the culture of causal agnosticism",2008,"Social Semiotics",18,"1",,61,77,,2,10.1080/10350330701838910,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749137832&partnerID=40&md5=dacdcaa21d5b60bff509864e2932c4ec",Article,Final,,Scopus,2-s2.0-57749137832
"Price, S.","55076373700","Missiles in Athens and tanks at Heathrow: Urban security and the materialisation of ""global"" threat",2008,"Social Semiotics",18,"1",,1,16,,6,10.1080/10350330701838845,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749135599&partnerID=40&md5=c9022eeab46d45f4c1220b9ffe7e50b0",Article,Final,,Scopus,2-s2.0-57749135599
"Mooney, A.","13204855700","Death alive and Kicking: Dianne Pretty, legal violence and the sacred",2008,"Social Semiotics",18,"1",,47,60,,2,10.1080/10350330701838902,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749134670&partnerID=40&md5=057628e525ed7cbde891694835e63cf7",Article,Final,,Scopus,2-s2.0-57749134670
"Martinelli, D.","26034248000","Anthropocentrism as a social phenomenon: Semiotic and ethical implications",2008,"Social Semiotics",18,"1",,79,99,,10,10.1080/10350330701838951,"https://www.scopus.com/inward/record.url?eid=2-s2.0-57749126121&partnerID=40&md5=b70dc4cb0498d93943c64e0e5b7c1ee8",Article,Final,,Scopus,2-s2.0-57749126121
"de Leonardis, F.","55080601800","War as a medicine: The medical metaphor in contemporary Italian political language",2008,"Social Semiotics",18,"1",,33,45,,11,10.1080/10350330701838894,"https://www.scopus.com/inward/record.url?eid=2-s2.0-51249138351&partnerID=40&md5=3857433051ad3ab281758a39b64e26d2",Article,Final,,Scopus,2-s2.0-51249138351
"Neethling, B.","24529119100","Xhosa first names: A dual identity in harmony or in conflict?",2008,"Names",56,"1",,32,38,,1,10.1179/175622708X282938,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49149116215&partnerID=40&md5=3f9544ecd877a1a03f3417ad546057c5",Article,Final,Open Access,Scopus,2-s2.0-49149116215
"Makondo, L.","24528671800","Ethnicity and matriarchal protest: A case of dialoguing Shona personal names",2008,"Names",56,"1",,10,18,,4,10.1179/175622708X282893,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49149105675&partnerID=40&md5=bb8364449ce84c4674a7cfa619d810c6",Article,Final,Open Access,Scopus,2-s2.0-49149105675
"Lyles-Scott, C.","24528767500","A slave by any other name: Names and identity in Toni Morrison's Beloved",2008,"Names",56,"1",,23,28,,4,10.1179/175622708X282910,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49149097417&partnerID=40&md5=80bfc0f7bf1355b9b508e6377a322bd4",Article,Final,Open Access,Scopus,2-s2.0-49149097417
"Chen, L.N.","56609507000","Ethnic marked names as a reflection of United States isolationist attitudes in Uncle $crooge comic books",2008,"Names",56,"1",,19,22,,1,10.1179/175622708X282901,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49149097141&partnerID=40&md5=71b2aa2478bea3e6de76a5069570e9a7",Article,Final,Open Access,Scopus,2-s2.0-49149097141
"Sands-O'Connor, K.","24528794100","After midnight: Naming, west Indians, and British children's literature",2008,"Names",56,"1",,41,46,,,10.1179/175622708X282956,"https://www.scopus.com/inward/record.url?eid=2-s2.0-49149085820&partnerID=40&md5=d3bf23d019fd79d99280c87fe45d72db",Article,Final,Open Access,Scopus,2-s2.0-49149085820
"Kipper, K., Korhonen, A., Ryant, N., Palmer, M.","56529521600; 23987049200; 23986986800; 7401916649","A large-scale classification of English verbs",2008,"Language Resources and Evaluation",42,"1",,21,40,,163,10.1007/s10579-007-9048-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41249092108&partnerID=40&md5=2fe9d34e6c54fb20ec54496e47b8f997",Article,Final,,Scopus,2-s2.0-41249092108
"Popescu-Belis, A.","6507864905","Dimensionality of dialogue act tagsets: An empirical analysis of large corpora",2008,"Language Resources and Evaluation",42,"1",,99,107,,11,10.1007/s10579-008-9063-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41249089821&partnerID=40&md5=3bd408a46e3e0db4ec8783bff77bf2ea",Article,Final,,Scopus,2-s2.0-41249089821
"Shen, L., Champollion, L., Joshi, A.K.","8889278600; 23987228200; 7402452844","LTAG-spinal and the Treebank: A new resource for incremental, dependency and semantic parsing",2008,"Language Resources and Evaluation",42,"1",,1,19,,13,10.1007/s10579-007-9043-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41249085178&partnerID=40&md5=dd82876356d2d378fb578825d9e60eb3",Article,Final,,Scopus,2-s2.0-41249085178
"Itai, A., Wintner, S.","57190804813; 6602834372","Language resources for Hebrew",2008,"Language Resources and Evaluation",42,"1",,75,98,,61,10.1007/s10579-007-9050-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41249084931&partnerID=40&md5=a566f82ae1827480dc0f5644849e2e92",Article,Final,,Scopus,2-s2.0-41249084931
"Van Den Heuvel, H., Iskra, D., Sanders, E., De Vriend, F.","7003805856; 6505852563; 23987211000; 23987127400","Validation of spoken language resources: An overview of basic aspects",2008,"Language Resources and Evaluation",42,"1",,41,73,,4,10.1007/s10579-007-9049-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41249083176&partnerID=40&md5=e97626fd9b727a66ff882bb2e4084696",Article,Final,,Scopus,2-s2.0-41249083176
"Rolland, A.","14028879200","Norwegian media policy objectives and the theory of a paradigm shift",2008,"Journal of Communication",58,"1",,126,148,,,10.1111/j.1460-2466.2007.00377.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41149114771&partnerID=40&md5=97185a435f70c964af4104299b8bfeb0",Review,Final,,Scopus,2-s2.0-41149114771
"Paek, H.-J.","10642131000","Mechanisms through which adolescents attend and respond to antismoking media campaigns",2008,"Journal of Communication",58,"1",,84,105,,26,10.1111/j.1460-2466.2007.00375.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41049114020&partnerID=40&md5=11ce91c2d2e3b09c92ccb0cdc32b7a85",Article,Final,,Scopus,2-s2.0-41049114020
"Appel, M.","18036495700","Fictional narratives cultivate just-world beliefs",2008,"Journal of Communication",58,"1",,62,83,,76,10.1111/j.1460-2466.2007.00374.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41049111614&partnerID=40&md5=2735dc2850f7a0fb9d32e6b658e721b1",Article,Final,,Scopus,2-s2.0-41049111614
"Oliver, M.B.","7201613291","Tender affective states as predictors of entertainment preference",2008,"Journal of Communication",58,"1",,40,61,,142,10.1111/j.1460-2466.2007.00373.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41049108670&partnerID=40&md5=093e39e9b1af05dfc37b4dcc72fd4383",Article,Final,,Scopus,2-s2.0-41049108670
"Ramirez Jr., A., Wang, Z.","7401735087; 23983716100","When online meets offline: An expectancy violations theory perspective on modality switching",2008,"Journal of Communication",58,"1",,20,39,,69,10.1111/j.1460-2466.2007.00372.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41049105835&partnerID=40&md5=ca70ac80f55cf6cfa4efffb14060ec27",Article,Final,,Scopus,2-s2.0-41049105835
"Rice, R.E.","7403332351","Unusual routines: Organizational (non)sensemaking",2008,"Journal of Communication",58,"1",,1,19,,14,10.1111/j.1460-2466.2007.00371.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41049094615&partnerID=40&md5=7acdbfebc756d49430d5b848b320054e",Article,Final,,Scopus,2-s2.0-41049094615
"Carlyle, K.E., Slater, M.D., Chakroff, J.L.","22940141100; 7202932445; 23982313600","Newspaper coverage of intimate partner violence: Skewing representations of risk",2008,"Journal of Communication",58,"1",,168,186,,74,10.1111/j.1460-2466.2007.00379.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41049089482&partnerID=40&md5=26dbd792852b857fca0f9853da2c3f82",Article,Final,,Scopus,2-s2.0-41049089482
"Wurm, L.H., Seaman, S.R.","6701403604; 7005289579","Semantic Effects in Naming and Perceptual Identification but Not in Delayed Naming: Implications for Models and Tasks",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,381,398,,13,10.1037/0278-7393.34.2.381,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949164698&partnerID=40&md5=a1f3d00c892a32faa6c07ffcd2f63aed",Article,Final,,Scopus,2-s2.0-40949164698
"Richler, J.J., Gauthier, I., Wenger, M.J., Palmeri, T.J.","35243114600; 7004432846; 7005545800; 7004017702","Holistic Processing of Faces: Perceptual and Decisional Components",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,328,342,,99,10.1037/0278-7393.34.2.328,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949156689&partnerID=40&md5=c9a5f530ff93be2b6b3e95e779f987b5",Article,Final,,Scopus,2-s2.0-40949156689
"Makovski, T., Sussman, R., Jiang, Y.V.","14066602700; 57198211310; 35279609200","Orienting Attention in Visual Working Memory Reduces Interference From Memory Probes",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,369,380,,180,10.1037/0278-7393.34.2.369,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949152001&partnerID=40&md5=cc7ea51f411252b08ad2f710d823dff6",Article,Final,,Scopus,2-s2.0-40949152001
"Mou, W., Li, X., McNamara, T.P.","6701866618; 55993756400; 7004768772","Body- and Environment-Stabilized Processing of Spatial Knowledge",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,415,421,,7,10.1037/0278-7393.34.2.415,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949148626&partnerID=40&md5=14ee4897a650adfbc22a220aa09bc3b7",Article,Final,,Scopus,2-s2.0-40949148626
"Dent, K., Johnston, R.A., Humphreys, G.W.","8717434600; 35336926200; 56409494400","Age of Acquisition and Word Frequency Effects in Picture Naming: A Dual-Task Investigation",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,282,301,,38,10.1037/0278-7393.34.2.282,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949145707&partnerID=40&md5=f3aeb8ec4d60f9c0a050c154cd0e2c5e",Article,Final,,Scopus,2-s2.0-40949145707
"Turk-Browne, N.B., Isola, P.J., Scholl, B.J., Treat, T.A.","9745363800; 50561507500; 7004783103; 6603271060","Multidimensional Visual Statistical Learning",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,399,407,,91,10.1037/0278-7393.34.2.399,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949133364&partnerID=40&md5=accca1675eaaf4fc13dbf2e8183fb476",Article,Final,,Scopus,2-s2.0-40949133364
"Roelofs, A.","55169361100","Tracing Attention and the Activation Flow in Spoken Word Planning Using Eye Movements",2008,"Journal of Experimental Psychology: Learning Memory and Cognition",34,"2",,353,368,,66,10.1037/0278-7393.34.2.353,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40949130466&partnerID=40&md5=f9072ece17ce581df47494ee7ae5b52a",Article,Final,,Scopus,2-s2.0-40949130466
