"row_num","ID","clickable_doi","Title","Year","Authors","year_split"
350,"a4756719","http://doi.org/10.22055/rals.2019.15151","Diachronic semantic changes of French borrowed vocabulary in the Russian language",2019,"Andrianova, N.S., Ostroumova, O.F., Mingazova, R.R., Vanchikova, E.A.","After-OS"
351,"33442876","http://doi.org/","Figurative ‘eye’ expressions in the conceptualization of emotions and personality traits in Slovak | Figurativni izrazi s komponentom ‘Oko’ u konceptualizaciji emocija i osobina ličnosti u Slovačkom jeziku",2018,"Ciprianová, E., Kováčová, Z.","After-OS"
352,"07193b56","http://doi.org/10.1108/JME-03-2018-0015","Self-regulated learning in English-language learners who are persisting despite failure on a high school exit exam",2019,"Krishnan, K., Li, C., Kruger, L., Kimble, E., Aki, G., Ruah, R.","After-OS"
353,"d90e7abf","http://doi.org/10.22055/rals.2019.15188","On issue of character of ethnic identity transformation of tatar writer Mirgaziyan Yunus",2019,"Faezova, L.R., Khabutdinova, M.M., Gaynyllina, O.R., Mashakova, A.","After-OS"
354,"72ce5267","http://doi.org/10.18492/dad.436226","Binding in Turkish nominal phrases and phase-sliding | Türkçe adcıl öbeklerde bağlama ve evre-kaydırma",2019,"Özgen, M.","After-OS"
355,"a6cf43d0","http://doi.org/10.1111/jola.12204","The Predicament of Language and Culture: Advocacy, Anthropology, and Dormant Language Communities",2018,"Schwartz, S.","After-OS"
356,"a68bce55","http://doi.org/10.2478/rela-2019-0005","Four basic argument forms",2019,"Wagemans, J.H.M.","After-OS"
357,"42879de5","http://doi.org/10.1093/joc/jqy034","The citizen marketer: Promoting political opinion in the social media age",2018,"Bossetta, M.","After-OS"
358,"2f1b28e7","http://doi.org/10.1007/s10831-019-09192-6","Chinese possesses Japanese style scrambling: the case of Xining Mandarin",2019,"Bell, D.","After-OS"
359,"8a7c985c","http://doi.org/10.31261/TAPSLA.2019.05.05","L2 gain or L2 Pain? A comparative case study of the target language development among Erasmus+ mobility students and at-home students",2019,"Ozanska-Ponikwia, K., Carlet, A., Valls, M.P.","After-OS"
360,"345878c1","http://doi.org/10.3828/jrs.2019.15","Gender, body, and archive in the work of Mariona Giner",2019,"Titus, A.","After-OS"
361,"c3dfba24","http://doi.org/10.1016/j.wocn.2018.04.002","Asymmetrical interlingual influence in the production of Spanish and English laterals as a result of competing activation in bilingual language processing",2018,"Amengual, M.","After-OS"
362,"4f20cae8","http://doi.org/10.1080/10790195.2017.1411214","Academic probation, time management, and time use in a college success course",2018,"Hensley, L.C., Wolters, C.A., Won, S., Brady, A.C.","After-OS"
363,"ccf6469a","http://doi.org/10.1016/j.artint.2018.04.005","Online spatio-temporal matching in stochastic and dynamic domains",2018,"Lowalekar, M., Varakantham, P., Jaillet, P.","After-OS"
364,"9d1758b4","http://doi.org/10.1017/S0332586518000197","A cross-linguistic puzzle and its theoretical implications: Norwegian jo, German doch and ja, and an advertisement",2018,"Unger, C.","After-OS"
365,"60c6951e","http://doi.org/10.1044/2018_LSHSS-17-0120","Does speaker race affect the assessment of children’s speech accuracy? A comparison of speech-language pathologists and clinically untrained listeners",2018,"Evans, K.E., Munson, B., Edwards, J.","After-OS"
366,"a98bf994","http://doi.org/10.1080/14992027.2019.1601270","Dynamic current focusing for loudness encoding in cochlear implants: a take-home trial",2019,"de Jong, M.A.M., Briaire, J.J., van der Woude, S.F.S., Frijns, J.H.M.","After-OS"
367,"d29d55fe","http://doi.org/","(Mis)representations of motherf∗∗ in Italian film dubbing",2018,"Giampieri, P.","After-OS"
368,"e5abf7f0","http://doi.org/10.1080/14708477.2018.1478849","Training workers for intercultural communication in tourism",2018,"Sharma, B.K.","After-OS"
369,"56f43bad","http://doi.org/10.1007/s11061-018-9583-7","Metrics, Scribes, and Beowulf: A Response to Neidorf (2017), The Transmission of Beowulf",2019,"Goering, N.","After-OS"
370,"f40502c8","http://doi.org/10.1162/ling_a_00267","Case and the event structure of nominalizations",2018,"López, L.","After-OS"
371,"075880b6","http://doi.org/10.1044/2019_JSLHR-L-18-0418","Effects of Verb Overlap on Structural Priming in Dialogue: Implications for Syntactic Learning in Aphasia",2019,"Man, G., Meehan, S., Branigan, H., Martin, N., Lee, J.","After-OS"
372,"a3857163","http://doi.org/10.34042/claj.61.4.0185","Anne spencer’s “natural” poetics",2019,"Ferrari, C.E.","After-OS"
373,"69f774ea","http://doi.org/10.1093/elt/ccy061","Japanese student writers' perspectives on anonymous peer review",2019,"Kim, S.","After-OS"
374,"f2d41a0f","http://doi.org/","Indonesian high school student motivational orientations for learning english as a foreign language: Some preliminary findings",2018,"Alberth","After-OS"
375,"7057ffdd","http://doi.org/10.1080/17549507.2018.1465123","Telehealth and autism: A systematic search and review of the literature",2018,"Sutherland, R., Trembath, D., Roberts, J.","After-OS"
376,"bb7383f3","http://doi.org/10.1080/0907676X.2018.1490784","Investigating the genesis of translated films: a view from the Stanley Kubrick Archive",2019,"Zanotti, S.","After-OS"
377,"a81616b9","http://doi.org/10.1353/lan.2018.0000","The lexicalist hypothesis: Both wrong and superfluous",2018,"Bruening, B.","After-OS"
378,"d2aa4154","http://doi.org/10.1017/byz.2018.22","Questioning Late Antique prosperity: The case of Lycia (southwest Turkey)",2019,"Terpoy, K.","After-OS"
379,"e002c13e","http://doi.org/10.1075/etc.00030.pal","Vernon never called for me yesterday: A study of never as a marker of negation in the English of London adults and teenagers",2019,"Palacios, I.M.","After-OS"
380,"cec3cc40","http://doi.org/10.1080/10573569.2018.1462745","The Role of Gender, Socioeconomic Status, and Ethnicity in Predicting ESL Learners’ Reading Comprehension",2018,"Ismail, S.A.M.M., Karim, A., Mohamed, A.R.","After-OS"
381,"8955d5eb","http://doi.org/10.1215/00031283-6926135","New York City English in film: Phonological change in reel time",2018,"Boberg, C.","After-OS"
382,"f14a9eac","http://doi.org/10.22055/rals.2019.15104","On the effectiveness of the training programs in the learning process",2019,"Khabibullina, G.Z., Akhmedova, A.M., Makletsov, S.V., Khairullina, L.E., Khafizova, A.R","After-OS"
383,"d5ba6c64","http://doi.org/10.1075/jaic.17026.plu","Challenging judicial impartiality: When accusations of derailments of strategic maneuvering derail",2019,"José Plug, H.","After-OS"
384,"985cc013","http://doi.org/10.1111/tops.12402","Editors’ Introduction and Review: An Appraisal of Surprise: Tracing the Threads That Stitch It Together",2019,"Munnich, E.L., Foster, M.I., Keane, M.T.","After-OS"
385,"2ab6f766","http://doi.org/10.4025/actascilangcult.v41i2.45472","Stages of modernity in perspective: Jane Austen’s Pride and prejudice and José de Alencar’s Senhora",2019,"Ramicelli, M.E.","After-OS"
386,"8be9412e","http://doi.org/10.1016/j.langsci.2017.02.004","Linguistic creativity and the production of cisheteropatriarchy: A comparative analysis of improvised rap battles in Los Angeles and Cape Town",2018,"Alim, H.S., Lee, J., Carris, L.M., Williams, Q.E.","After-OS"
387,"e3042f06","http://doi.org/10.11649/cs.1712","Inside baseball:<sup>1</sup> Coverage, quality, and culture in the global wordnet | Baseball dla zaawansowanych: Pokrycie leksykalne, jakość i kultura w Global WordNet",2018,"Benjamin, M.","After-OS"
388,"0d969c05","http://doi.org/10.1080/14701847.2019.1680006","Novelty, selfishness and independence: Spanish political culture in the face of foreign credit (1833-1845)",2019,"Vicent, A.M.","After-OS"
389,"34bd38f5","http://doi.org/10.17576/3L-2018-2401-04","Influence of language learning anxiety on L2 speaking and writing of Filipino engineering students",2018,"Macayan, J.V., Quinto, E.J.M., Otsuka, J.C., Cueto, A.B.S.","After-OS"
390,"1c630356","http://doi.org/10.1007/s10583-016-9293-3","A Case Study of Russification in Two Translations of Alice’s Adventures in Wonderland by Vladimir Nabokov and Boris Zakhoder",2018,"Park, M.R.","After-OS"
391,"096bc6a0","http://doi.org/10.1177/1362168816657851","Situated willingness to communicate in an L2: Interplay of individual characteristics and context",2018,"Yashima, T., MacIntyre, P.D., Ikeda, M.","After-OS"
392,"d5e58c8c","http://doi.org/","Farewell, fair spouse! the imilce episode of Silius' Punica and its literary models",2018,"Komorowska, J.","After-OS"
393,"8328c7d1","http://doi.org/10.1002/tesj.415","Equal educational opportunity for English learners: ESL teachers’ conceptualizations on the importance of academic language",2019,"Lachance, J.R., Honigsfeld, A., Harrell, G.","After-OS"
394,"79a1a005","http://doi.org/10.1093/notesj/gjy222","Unacknowledged uses of montaigne's essais in sir clement edmondes's observations on the commentaries of Julius Caesar (1600-1609)",2019,"Woodcock, M.","After-OS"
395,"2d1d51f8","http://doi.org/10.1080/23273798.2018.1433863","Another cup of TEE? The processing of second language near-cognates in first language reading<sup>*</sup>",2018,"Lemhöfer, K., Huestegge, L., Mulder, K.","After-OS"
396,"fd064e7e","http://doi.org/10.4467/20834624SL.19.023.11316","In defence of Lydgate: Lydgate's use of binomials in his Troy book (Part 2)",2019,"Sauer, H.","After-OS"
397,"7a63a405","http://doi.org/10.1007/s42321-019-00033-2","Academic Spoken Vocabulary in TED Talks: Implications for Academic Listening | TED Talks中的學術口語詞彙:對英語聽力教學之意涵",2019,"Liu, C.-Y., Chen, H.H.-J.","After-OS"
398,"9b194f85","http://doi.org/10.1016/j.jcomdis.2019.03.001","Verb and sentence processing patterns in healthy Italian participants: Insight from the Northwestern Assessment of Verbs and Sentences (NAVS)",2019,"Barbieri, E., Brambilla, I., Thompson, C.K., Luzzatti, C.","After-OS"
399,"ca4b3845","http://doi.org/10.1515/multi-2017-0051","Vernacularisation of media: Stylistic change in Basque youth media",2018,"Elordui, A.","After-OS"
400,"7ec4eaeb","http://doi.org/10.1080/09571736.2017.1382056","The teaching and learning of foreign languages in Spain from the sixteenth to eighteenth centuries: influences and inter-relationships<sup>*</sup>",2018,"López, J.S.","After-OS"
401,"46d2ab12","http://doi.org/","Bring it to the Table: Agency, exploration and collegiality through Journal Club",2018,"Wirth, M.-L.","After-OS"
402,"1094947d","http://doi.org/10.1044/2018_JSLHR-H-18-0001","The effect of nonlinear amplitude growth on the speech perception benefits provided by a single-sided vocoder",2019,"Wess, J.M., Bernstein, J.G.W.","After-OS"
403,"54801617","http://doi.org/10.1515/lingvan-2019-0025","Language and aging research: New insights and perspectives",2019,"Gerstenberg, A., Lindholm, C.","After-OS"
404,"262e3e1a","http://doi.org/10.1016/j.jslw.2017.12.002","Scaffolding genre knowledge and metacognition: Insights from an L2 doctoral research writing course",2018,"Negretti, R., McGrath, L.","After-OS"
405,"faa8b6bb","http://doi.org/10.1075/jlp.17004.kro","Microphone pokes as prank or political action?: Challenges to politicians’ visibility in the age of web TV",2018,"Kroon, Å., Angus, D.","After-OS"
406,"3266eb48","http://doi.org/10.1108/JME-07-2017-0040","Embedding values in teaching Islamic education among excellent teachers",2019,"Hussin, N.H., Tamuri, A.H.","After-OS"
407,"bbc003b8","http://doi.org/","ESL teachers' profile and practices on textbook adaptation",2019,"Gamaru, C.G., Batang, B.L.","After-OS"
408,"4b363385","http://doi.org/10.1353/jsl.2019.0003","The effects of animacy and givenness on object order in croatian child language",2019,"Velnić, M.","After-OS"
409,"bf05c2d7","http://doi.org/10.3917/tl.077.0067","Les chaînes de référence dans les textes encyclopédiques du 12<sup>e</sup> au 21<sup>e</sup> siècle: Étude longitudinale",2018,"Oberlé, B., Schnedecker, C., Baumer, E., Capin, D., Glikman, J., Guo, C., Revol, T., Todirascu, A., Tushkova, J.","After-OS"
410,"bce10e96","http://doi.org/10.1177/0957926518801081","Reports on categorization and classification of human rights violations in Chile (1974–1978)",2019,"Ruiz, M., Bernasconi, O.","After-OS"
411,"7ed787b6","http://doi.org/10.1177/0093650215623838","Poignancy and Mediated Wisdom of Experience: Narrative Impacts on Willingness to Accept Delayed Rewards",2019,"Slater, M.D., Oliver, M.B., Appel, M.","After-OS"
412,"cd2842a2","http://doi.org/10.1111/1460-6984.12325","Brief mindfulness meditation group training in aphasia: exploring attention, language and psychophysiological outcomes",2018,"Marshall, R.S., Laures-Gore, J., Love, K.","After-OS"
413,"eea04adb","http://doi.org/10.3828/jrs.2019.17","Between bodies Animality and vulnerability in La mosquitera (2010) by Agustí Vila",2019,"Marcer, E.","After-OS"
414,"4166b232","http://doi.org/10.1075/ld.00004.bon","Blogs as interwoven polylogues The dialogic action game",2018,"Bondi, M.","After-OS"
415,"481c4788","http://doi.org/","The l2 motivational self system: Differences among learners | Razlike među studentima unutar inojezičnog motivacijskog sustava pojma o sebi",2018,"Martinović, A.","After-OS"
416,"a9eca9d5","http://doi.org/10.1515/lingty-2019-0016","Topicality and the typology of predicative possession",2019,"Chappell, H., Creissels, D.","After-OS"
417,"adfe427a","http://doi.org/10.1080/00909882.2018.1528373","Identifying individual- and family-level coping strategies as sources of resilience and thriving for undocumented youth of Mexican origin",2018,"Kam, J.A., Pérez Torres, D., Steuber Fazio, K.","After-OS"
418,"5e70d6cb","http://doi.org/","How to plagiarize and not lose originality. Bakhtin's dialogical discourse and the statute of the bastard - In memory of Réjean ducharme | Como plagiar sem perder a originalidade. O discurso dialógico de Bakhtin e o estatuto do bastardo - Em memória de Réjean Ducharme",2019,"Neto, A.R.V.","After-OS"
419,"760ff74a","http://doi.org/10.1515/lingty-2019-0015","Consonant strengthening: A crosslinguistic survey and articulatory proposal",2019,"Bybee, J., Easterday, S.","After-OS"
420,"7357a44b","http://doi.org/","The sound of silence: Women voices in the American century cycle by August wilson",2019,"Popescu, S.","After-OS"
421,"48e16c52","http://doi.org/10.1155/2018/1517904","Young Children Use Discovery and Creation Significantly More Than Adults for Deciding Ownership",2018,"Faigenbaum, G., Sigman, M., Casiraghi, L.P.","After-OS"
422,"dc98b8ab","http://doi.org/10.1155/2018/3943157","Improving Early Childhood Development among Vulnerable Populations: A Pilot Initiative at a Women, Infants, and Children Clinic",2018,"Ferguson, B.A., Downey, J.L., Shriver, A.E., Goff, K.L., Ferguson, A.M., De Mello, M.C.","After-OS"
423,"a32fe4c2","http://doi.org/10.1080/14992027.2019.1573384","Channel discrimination along all contacts of the cochlear implant electrode array and its relation to speech perception",2019,"Biesheuvel, J.D., Briaire, J.J., de Jong, M.A.M., Boehringer, S., Frijns, J.H.M.","After-OS"
424,"5a86596d","http://doi.org/10.1080/13670050.2017.1325832","Expansive learning in teachers’ professional development: a case study of intercultural and bilingual preschools in Chile",2019,"Becerra-Lubies, R., Varghese, M.","After-OS"
425,"b0cecb39","http://doi.org/10.1177/0963947019827074","Relevance theory and metaphor: An analysis of Tom Waits’ ‘Emotional Weather Report’",2019,"Price, H., Wilson, J.","After-OS"
426,"ee432d05","http://doi.org/10.1016/j.artint.2018.11.004","Supervised heterogeneous feature transfer via random forests",2019,"Sukhija, S., Krishnan, N.C.","After-OS"
427,"573f8731","http://doi.org/","The role of S100B and nitric oxide in the apoptotic action of pentylenetetrazole on astrocytes",2019,"Keshavarz, M., Amiri, A.","After-OS"
428,"71225f62","http://doi.org/","Roodabeh and Soodabeh: White and black women in Shahnameh",2018,"Qonsuli, L.E., Varzeshi, R.","After-OS"
429,"af716be6","http://doi.org/10.1163/24055069-00304003","Richard Simon and the Remaking of Seventeenth-Century Biblical Criticism",2018,"Twining, T.","After-OS"
430,"57e46367","http://doi.org/10.1080/0013838X.2018.1516017","The Wycliffite Bible as a Source for Caxton’s Legend of Judith",2018,"Scahill, J.","After-OS"
431,"f68c288d","http://doi.org/10.1016/j.cognition.2019.104035","Size-invariant but location-specific object-viewpoint adaptation in the absence of awareness",2019,"Cho, S., He, S.","After-OS"
432,"e62b005f","http://doi.org/10.1016/j.cognition.2019.06.006","The rare preference effect: Statistical information influences social affiliation judgments",2019,"Vélez, N., Bridgers, S., Gweon, H.","After-OS"
433,"5baaafe8","http://doi.org/10.11649/sm.1920","Bulgarian affairs in the second half of the 19<sup>th</sup> c. In polish historiography since 1989 | Sprawy bułgarskie w drugiej połowie XIX wieku w polskiej historiografii po 1989 roku",2019,"Cetnarowicz, A., Popek, K.","After-OS"
434,"0f09a41a","http://doi.org/10.3366/cor.2019.0175","Subordination as a potential marker of complexity in serious and popular fiction: A corpus stylistic approach to the testing of literary critical claims",2019,"Montoro, R., McIntyre, D.","After-OS"
435,"fb7f587c","http://doi.org/10.1075/jhl.17014.lam","The replacement of diminutive suffixes in the New High German period: A time series analysis in word formation",2018,"Lameli, A.","After-OS"
436,"a2160d42","http://doi.org/10.7592/EJHR2019.7.2.bendi","Hybrid humour as cultural translation: The example of Beur humour",2019,"Bendi, M.","After-OS"
437,"482af7c9","http://doi.org/10.1007/s10583-017-9326-6","The Influence of the Arab Spring on Arabic YA Literature",2019,"Anati, N.","After-OS"
438,"63cf8c1c","http://doi.org/10.1075/wll.00009.buc","Core syllables vs. Moraic writing",2018,"Buckley, E.","After-OS"
439,"38ef744d","http://doi.org/","Reading Malaysian literature in the twenty-first century: Familiar concerns, new directions",2018,"Ng, A.H.S.","After-OS"
440,"51173c44","http://doi.org/10.22210/govor.2018.35.10","Synchronised and non-synchronised articulation of Polish nasals ą and ę in child and adult speech",2018,"Kudera, J.","After-OS"
441,"5977089a","http://doi.org/10.1215/00031283-7271217","Introduction: Changing perceptions of southernness",2018,"Cramer, J., Preston, D.R.","After-OS"
442,"3cfee61e","http://doi.org/10.1163/1568525X-12342235","Searching for a Foil to Charicleia: Heliodorus' Aethiopica and the Homeric Hymns to Demeter",2018,"Ciocani, V.E.","After-OS"
443,"1ff49fa5","http://doi.org/10.1162/coli_a_00334","Interactional stancetaking in online forums",2018,"Kiesling, S.F., Pavalanathan, U., Fitzpatrick, J., Han, X., Eisenstein, J.","After-OS"
444,"4d8c4194","http://doi.org/10.3917/ls.165.0095","Language, communication, and the politics of hope: Solidarity and work in the Italian migration infrastructure",2018,"Percio, A.D.","After-OS"
445,"8776f3ff","http://doi.org/10.1177/0033688217746205","Drama for L2 Speaking and Language Anxiety: Evidence from Brazilian EFL Learners",2018,"Galante, A.","After-OS"
446,"94922a5a","http://doi.org/10.1075/is.18008.fan","Decentralized fuzzy linguistic control of multiple robotic manipulators with guaranteed global stability",2019,"Fan, Y., Wang, W., Jiang, X., Li, Z.","After-OS"
447,"678bb87b","http://doi.org/10.1007/s11061-017-9548-2","Your eigning hert: A Hapax Legomenon in Cursor Mundi, Line 28339",2018,"Barootes, B.S.W.","After-OS"
448,"e9a2a0aa","http://doi.org/10.3758/s13414-017-1463-x","Symmetry and its role in the crossmodal correspondence between shape and taste",2018,"Turoman, N., Velasco, C., Chen, Y.-C., Huang, P.-C., Spence, C.","After-OS"
449,"5bd82bba","http://doi.org/10.7311/0860-5734.28.1.07","No more uncertain: The future of the Gurkhas in the British army",2019,"Stanik, P.","After-OS"
450,"0c65cdd8","http://doi.org/10.1016/j.pragma.2018.08.021","Emergent multiplicities of self- and other-construction in Korean workplace-based television dramas",2018,"Kim, M., Strauss, S.","After-OS"
451,"7ef58b49","http://doi.org/10.13173/centasiaj.61.1.0151","Pelliot Tibétain 986: New approaches to a Tibetan paraphrase of a Chinese classic among Dunhuang manuscripts",2018,"Garatti, E.","After-OS"
452,"88576705","http://doi.org/10.12697/SSS.2018.46.4.06","Differentiation of language functions during language acquisition based on Roman Jakobson's communication model",2018,"Linask, L.","After-OS"
453,"ccedffa0","http://doi.org/10.1080/13556509.2019.1578549","Gigliola Sulis speaks to Ann Goldstein: writing locally, translating globally",2019,"Sulis, G.","After-OS"
454,"5e0d1073","http://doi.org/","A quantitative lexical study on commercial english",2019,"Gao, Z.","After-OS"
455,"dac84da4","http://doi.org/10.1017/S026607841800038X","The top 100 Chinese loanwords in English today",2019,"Zhong, A.I.","After-OS"
456,"a265d9b5","http://doi.org/10.1017/S0142716419000018","Unraveling the complexity of the relations of metalinguistic skills to word reading with struggling adult readers: Shared, independent, and interactive effects",2019,"Tighe, E.L., Fernandes, M.A.","After-OS"
457,"08c99b19","http://doi.org/","Women's language in the communicative styles of female lecturers in Indonesian university context",2019,"Mahmud, M., Nur, S.","After-OS"
458,"4487b8f4","http://doi.org/10.1016/j.jcomdis.2018.04.006","Effects of measurement method and transcript availability on inexperienced raters’ stuttering frequency scores",2018,"Chakraborty, N., Logan, K.J.","After-OS"
459,"d4ccd872","http://doi.org/10.1080/08934215.2019.1634747","Strategic Message Convergence in Communicating Biosecurity: The Case of the 2013 Porcine Epidemic Diarrhea Virus",2019,"Sellnow, D.D., Sellnow, T.L., Martin, J.M.","After-OS"
460,"e7a5c0e5","http://doi.org/10.18778/2083-8530.20.02","Introduction: Sailing along intermedial rivers",2019,"Matei-Chesnoiu, M., Hao, T.","After-OS"
461,"872836e9","http://doi.org/10.1080/14992027.2018.1514537","Negative hearing effects of a single course of IV aminoglycoside therapy in cystic fibrosis patients",2018,"Gleser, M.A., Zettner, E.M.","After-OS"
462,"5408749b","http://doi.org/10.37237/100402","Establishing online synchronous support for self-access language learning",2019,"Andersson, S., Nakahashi, M.","After-OS"
463,"1be96eb9","http://doi.org/10.1111/mila.12184","Subjectivity in gradable adjectives: The case of tall and heavy",2018,"Verheyen, S., Dewil, S., Égré, P.","After-OS"
464,"3ee7e34f","http://doi.org/10.1515/caslar-2018-0009","Profiling L2 writing development: The case of CFL learners in intermediate classes",2018,"Yang, L., Zhao, Z.","After-OS"
465,"3873eebe","http://doi.org/10.1093/applin/amw001","Exploring Inner Speech as a Psycho-educational Resource for Language Learning Advisors",2018,"McCarthy, T.M.","After-OS"
466,"5d4be30d","http://doi.org/10.1080/14992027.2017.1294768","An individualised acoustically transparent earpiece for hearing devices",2018,"Denk, F., Hiipakka, M., Kollmeier, B., Ernst, S.M.A.","After-OS"
467,"52e2b434","http://doi.org/10.1016/j.specom.2018.05.001","Automatic context window composition for distant speech recognition",2018,"Ravanelli, M., Omologo, M.","After-OS"
468,"984df235","http://doi.org/10.1163/18773109-201810012","What's really going on with the ham sandwich? An investigation into the nature of referential metonymy",2019,"Bowerman, J.","After-OS"
469,"69b5f2ea","http://doi.org/10.21638/11701/spbu20.2019.110","Translation multiplicity and retranslation hypothesis revisited: 'Fathers ans sons' in Dutch (Translations of 1870-1919) | ЕЩЕ РАЗ О ПЕРЕВОДЧЕСКОЙ МНОЖЕСТВЕННОСТИ И ГИПОТЕЗЕ ПОВТОРНОГО ПЕРЕВОДА: «ОТЦЫ И ДЕТИ» В НИДЕРЛАНДАХ (ПЕРЕВОДЫ 1870-1919 гг.)",2019,"Michajlova, I., Rubtsova, S.","After-OS"
470,"4ec02b98","http://doi.org/10.1515/les-2019-0020","Metadiscourse Features in two English Translations of the Holy Quran: A Comparative, Corpus-based Inquiry",2019,"Vasheghani Farahani, M., Dastjerdi, H.V.","After-OS"
471,"98056778","http://doi.org/10.1080/23273798.2018.1484148","Eyetracking of coarticulatory cue responses in children and adults",2018,"Cross, A.M., Joanisse, M.F.","After-OS"
472,"4b2eca5d","http://doi.org/","Where is ‘east of eden’?: The politics of steinbeck’s literary reputation in Slovenia",2018,"Čerče, D.","After-OS"
473,"1dae2c09","http://doi.org/10.17509/ijal.v8i1.11458","Working memory capacity, content familiarity, and university EFL students' reading comprehension",2018,"Heriyawati, D.F., Saukah, A., Widiati, U.","After-OS"
474,"ceb0e434","http://doi.org/10.1016/j.pragma.2017.10.017","“What's it called in Norwegian?” Acquiring L2 vocabulary items in the workplace",2018,"Svennevig, J.","After-OS"
475,"77d397e2","http://doi.org/10.1080/13670050.2019.1689917","English-medium instruction in higher education and the ELT gaze: STEM lecturers’ self-positioning as NOT English language teachers",2019,"Block, D., Moncada-Comas, B.","After-OS"
476,"dd190482","http://doi.org/10.1007/s10936-019-09654-x","Children’s Comprehension of Irony: Studies on Polish-Speaking Preschoolers",2019,"Banasik-Jemielniak, N., Bokus, B.","After-OS"
477,"97593448","http://doi.org/10.1163/24055069-00402002","From Pansophia to panorthosia: The evolution of Comenius's pansophic conception",2019,"Čížek, J.","After-OS"
478,"65a75407","http://doi.org/","Probability distribution of causal linguistic features",2019,"Ma, H., Liu, H.","After-OS"
479,"67e696fe","http://doi.org/10.1086/694609","An alternative reconstruction of Proto-Totonac-Tepehua",2018,"MacKay, C.J., Trechsel, F.R.","After-OS"
480,"d3ebac3a","http://doi.org/10.1007/s10936-018-9612-5","Predictive Language Processing in Preschool Children with Autism Spectrum Disorder: An Eye-Tracking Study",2019,"Zhou, P., Zhan, L., Ma, H.","After-OS"
481,"9c291d70","http://doi.org/10.1590/2317-1782/20182018001","Effects of cochlear implantation on adulthood | Repercussões do implante coclear na vida adulta",2018,"Vieira, S.S., Dupas, G., Chiari, B.M.","After-OS"
482,"2a0520c8","http://doi.org/10.1002/tesj.382","Revisiting the form of teacher–researcher collaboration in the field of TESOL",2018,"Davari Torshizi, M.","After-OS"
483,"fff54b79","http://doi.org/10.1093/jos/ffx016","The scalar inferences of strong scalar terms under negative quantifiers and constraints on the theory of alternatives",2018,"Gotzner, N., Romoli, J.","After-OS"
484,"2c72103d","http://doi.org/10.1093/llc/fqy013","Evaluation of text representation schemes and distance measures for authorship linking",2019,"Kocher, M., Savoy, J.","After-OS"
485,"22ac1c98","http://doi.org/10.1080/23268263.2018.1468306","The Role of the Production Voice Coach in Contemporary Australian Theatre",2018,"Masterton, S.","After-OS"
486,"b634d900","http://doi.org/10.1353/mln.2018.0005","Boiardo and Ariosto in contemporary Sicilian puppet theater and the Tuscan-Emilian Epic Maggio",2018,"Cavallo, J.A.","After-OS"
487,"e36ab195","http://doi.org/10.1007/s11049-018-9436-x","Definiteness determined by syntax: A case study in Tagalog",2019,"Collins, J.N.","After-OS"
488,"b3be9779","http://doi.org/10.1080/0907676X.2018.1549574","Using translation strategies to solve cultural translation problems. Differences between students and professional translators",2019,"Olalla-Soler, C.","After-OS"
489,"af27c65a","http://doi.org/10.1080/15348458.2018.1441029","Motivations of Chinese Learners of Japanese in Mainland China",2018,"Gao, X.A., Lv, L.","After-OS"
490,"0f02ac5b","http://doi.org/10.17509/ijal.v7i3.9824","Unraveling the challenges of Indonesian novice teachers of English",2018,"Widiati, U., Suryati, N., Hayati, N.","After-OS"
491,"19d39f5f","http://doi.org/10.1044/2019_LSHSS-VOIA-18-0127","Key elements of robust vocabulary instruction for emergent bilingual adolescents",2019,"Crosson, A.C., McKeown, M.G., Robbins, K.P., Brown, K.J.","After-OS"
492,"c4724409","http://doi.org/10.1353/lan.2018.0034","Deponency in finite and nonfinite contexts",2018,"Grestenberger, L.","After-OS"
493,"030e9c8b","http://doi.org/10.5817/GLB2019-1-13","Μετέρη ρχθεν γενεή: Redefining ethnic identity in the cult origins and mythical aetiologies of Rhianus' ethnographical poetry",2019,"Spanakis, M.","After-OS"
494,"5414370d","http://doi.org/","Discourse particles, interaction and enunciative approach",2018,"Rodríguez, V.G.","After-OS"
495,"8dfe46b8","http://doi.org/10.1016/j.cognition.2018.07.005","Adaptation to other people's eye gaze reflects habituation of high-level perceptual representations",2018,"Palmer, C.J., Clifford, C.W.G.","After-OS"
496,"ea0cf528","http://doi.org/10.1007/s11061-018-9559-7","Intimacy, Interdependence, and Interiority in the Old English Prose Boethius",2018,"Brooks, B.","After-OS"
497,"da7c6d7e","http://doi.org/10.1080/10790195.2019.1638218","Identifying Digital Literacies to Build Academic Literacies",2019,"Caverly, D.C., Payne, E.M., Castillo, A.M., Sarker, A., Threadgill, E., West, D.","After-OS"
498,"0f66a027","http://doi.org/10.4000/ASP.5713","Of technical writing, instructions for use as a specialised genre and discourse communities",2019,"Isani, S.","After-OS"
499,"455201d7","http://doi.org/10.1017/S0272263119000160","TERMINOLOGY CHOICE in GENERATIVE ACQUISITION RESEARCH: The CASE of \iNCOMPLETE ACQUISITION\ in HERITAGE LANGUAGE GRAMMARS",2019,"Domínguez, L., Hicks, G., Slabakova, R.","After-OS"
500,"c6c513d7","http://doi.org/10.7764/ONOMAZEIN.48.07","Use and perception of code switching by students and instructors in the second language classroom in the US",2018,"Mad’arová, S.","After-OS"
