ID,Authors,Title,Year,Source.title,Volume,Issue,clickable_doi,unpaywall,scholar,linguistics,reason,rand,year,count
76693f79,"Passmore, O.","Thaumastic acoustics Typhoeus and 'Ty-phonics' in Pindar, Pythian 1.26 and Hesiod, theogony 834",2018,Mnemosyne,71,5,http://doi.org/10.1163/1568525X-12342444,,,,,0.735881163,FALSE,
5d6f16b7,"Konn-Roberts, T.","From Novorossiisk to Alexandria: British Involvement in the Evacuation of White Russian Refugees, 1920",2019,Slavonica,24,2-Jan,http://doi.org/10.1080/13617427.2019.1688944,,,,,0.953621026,FALSE,
4b4d893d,"Saw, G., Chang, C.-N.",Cross-Lagged Models of Mathematics Achievement and Motivational Factors Among Hispanic and Non-Hispanic High School Students,2018,Hispanic Journal of Behavioral Sciences,40,2,http://doi.org/10.1177/0739986318766511,,,,,0.232824811,FALSE,
b9076908,"Yaeger, P.",Editor's column: My name is blue - A map of ottoman Baghdad,2008,PMLA,123,1,http://doi.org/10.1632/pmla.2008.123.1.9,,,,,0.956194737,TRUE,
c7871645,"de Vries, M.H., Monaghan, P., Knecht, S., Zwitserlood, P.",Syntactic structure and artificial grammar learning: The learnability of embedded hierarchical structures,2008,Cognition,107,2,http://doi.org/10.1016/j.cognition.2007.09.002,,,,,0.920833535,TRUE,
9866cfc5,"Crain, S., Thornton, R., Murasugi, K.",Capturing the evasive passive,2009,Language Acquisition,16,2,http://doi.org/10.1080/10489220902769234,,,,,0.695698469,TRUE,
e92cd6cf,"Barbeiro, L.F.",Intercomprehension in primary school: Discovering languages and constructing knowledge,2009,Language and Intercultural Communication,9,4,http://doi.org/10.1080/14708470903203041,,,,,0.401649816,TRUE,
8e223722,"Van Der Sandt, R.",When satisfaction is not enough. Comments on Schlenker's 'Be Articulate. A pragmatic theory of presupposition projection',2008,Theoretical Linguistics,34,3,http://doi.org/10.1515/THLI.2008.020,,,,,0.245763987,TRUE,
91c48c13,"O'Gorman, F.",Gerard Manley Hopkins and George MacDonald on immortality,2009,Notes and Queries,56,3,http://doi.org/10.1093/notesj/gjp123,,,,,0.405399869,TRUE,
d3a16f4e,"Walton, D., MacAgno, F.",Reasoning from classifications and definitions,2009,Argumentation,23,1,http://doi.org/10.1007/s10503-008-9110-2,,,,,0.407530131,TRUE,
118e4c8c,"Clasen, M., Andersen, M., Schjoedt, U.",Adrenaline junkies and white-knucklers: A quantitative study of fear management in haunted house visitors,2019,Poetics,73,,http://doi.org/10.1016/j.poetic.2019.01.002,,,,,0.157676242,FALSE,
57f7b7f6,"Pandey, A.",Re-Englishing ‘flat-world’ fiction,2019,World Englishes,38,2-Jan,http://doi.org/10.1111/weng.12370,,,,,0.850051081,FALSE,
fc99283e,"DeVore, K.",Essay Stress and the Voice: The Mind-Body Connection,2009,Voice and Speech Review,6,1,http://doi.org/10.1080/23268263.2009.10767593,,,,,0.455687972,TRUE,
0fd44a1c,"Kaye, A.S.",On the term “International English”,2008,English Today,15,2,http://doi.org/10.1017/S0266078400010877,,,,,0.328615217,TRUE,
e1c7c5bb,"Senay, I., Keysar, B.",Keeping track of speaker's perspective: The role of social identity,2009,Discourse Processes,46,5,http://doi.org/10.1080/01638530902959596,,,,,0.577129522,TRUE,
46e522e4,"Vertegaal, A.J.J.",Signs of length: Towards an interpretation of non-filling plene spellings in Hieroglyphic Luwian,2018,Indogermanische Forschungen,123,1,http://doi.org/10.1515/if-2018-0007,,,,,0.036016601,FALSE,
1f84606a,"Mus, F.",Leonard Cohen in French culture: A song of love and hate. A comparison between musical and literary translation,2018,Journal of Specialised Translation,,29,http://doi.org/,,,,,0.759157545,FALSE,
f9c4b130,"Schremm, A., Novén, M., Horne, M., Söderström, P., van Westen, D., Roll, M.",Cortical thickness of planum temporale and pars opercularis in native language tone processing,2018,Brain and Language,176,,http://doi.org/10.1016/j.bandl.2017.12.001,,,,,0.468828373,FALSE,
e6b72c49,"Bocanegra-Valle, A., Basturkmen, H.",Investigating the teacher education needs of experienced ESP teachers in Spanish universities | Estudio de las necesidades de formación del profesorado experimentado de IFE en la universidad Española,2019,Iberica,2019,38,http://doi.org/,,,,,0.483152778,FALSE,
597d3f0b,"Akins, A.V.","Linguistic artistry in Sandra Cisneros' The House on Mango Street: A phonological analysis of \my name\""""",2008,Critica Hispanica,30,2-Jan,http://doi.org/,,,,,0.448546107,TRUE,
a612373e,"Palomares, N.A.",Did you see it coming?: Effects of the specificity and efficiency of goal pursuit on the accuracy and onset of goal detection in social interaction,2009,Communication Research,36,4,http://doi.org/10.1177/0093650209333032,,,,,0.123671303,TRUE,
c114d7ed,"Phillipson, R.","Languages in public policy, and constraints in academia",2019,Language Problems and Language Planning,43,3,http://doi.org/10.1075/lplp.00046.phi,,,,,0.217383151,FALSE,
b4243e81,"Ghezzi, C., Molinelli, P.",Italian scusa from politeness to mock politeness,2019,Journal of Pragmatics,142,,http://doi.org/10.1016/j.pragma.2018.10.018,,,,,0.129742058,FALSE,
025fb6af,"Seago, K.",Translating violence in crime fiction,2018,Perspectives: Studies in Translation Theory and Practice,26,6,http://doi.org/10.1080/0907676X.2017.1407347,,,,,0.039569818,FALSE,
4a407929,"Sales, M.J.",Translation and interpreting in the early modern Philippines: a preliminary survey,2018,Perspectives: Studies in Translatology,26,1,http://doi.org/10.1080/0907676X.2017.1342668,,,,,0.733658125,FALSE,
d2a6754a,"Burns, A., Kim, M., Matthiessen, C.M.I.M.","Doctoral work in translation studies as an interdisciplinary mutual learning process: How a translator, teacher educator and linguistic typologist worked together",2009,Interpreter and Translator Trainer,3,1,http://doi.org/10.1080/1750399X.2009.10798783,,,,,0.84183315,TRUE,
68a99f65,"Calafato, R., Tang, F.",Multilingualism and gender in the UAE: A look at the motivational selves of Emirati teenagers,2019,System,84,,http://doi.org/10.1016/j.system.2019.06.006,,,,,0.301253691,FALSE,
292e5fa6,"Barrot, J.S.",Do raters arrive at the same rating for the same reasons?,2018,Asian EFL Journal,20,121,http://doi.org/,,,,,0.925217355,FALSE,
8a15a743,"Alemdaroğlu, N.Ş.",Gardens in literature: Looking back from an anthropocentric world,2018,Journal of Narrative and Language Studies,6,10,http://doi.org/,,,,,0.412232255,FALSE,
529646d3,"Major, P.",'A credible omen of a more glorious event': Sir charles cotterells cassandra,2009,Review of English Studies,60,245,http://doi.org/10.1093/res/hgn161,,,,,0.999935449,TRUE,
784c8487,"Ee, J.",Bamboo bridges or barriers? Exploring advantages of bilingualism among Asians in the U.S. labor market through the lens of superdiversity,2019,Bilingual Research Journal,42,2,http://doi.org/10.1080/15235882.2019.1601141,,,,,0.862595163,FALSE,
b108e151,"Boutwell, R.L.",Speaker attitude and demonstrative choice in Ncane (beboid),2018,Studies in African Linguistics,47,2-Jan,http://doi.org/,,,,,0.487522775,FALSE,
624cb9f6,"Connell, K., Hüls, S., Martínez-García, M.T., Qin, Z., Shin, S., Yan, H., Tremblay, A.",English Learners’ Use of Segmental and Suprasegmental Cues to Stress in Lexical Access: An Eye-Tracking Study,2018,Language Learning,68,3,http://doi.org/10.1111/lang.12288,,,,,0.908926108,FALSE,
e0537b17,"During, L.",Film theory,2009,Year's Work in Critical and Cultural Theory,17,1,http://doi.org/10.1093/ywcct/mbp001,,,,,0.497162588,TRUE,
7.83E+130,"Reffell, H., McKee, R.L.",Motives and outcomes of New Zealand sign language legislation: A comparative study between New Zealand and Finland,2009,Current Issues in Language Planning,10,3,http://doi.org/10.1080/14664200903116295,,,,,0.932474715,TRUE,
0da30d5f,"Hansen, M.-B.M., Strudsholm, E.",The semantics of particles: Advantages of a contrastive and panchronic approach: A study of the polysemy of French déjà and Italian già,2008,Linguistics,46,3,http://doi.org/10.1515/LING.2008.016,,,,,0.141749539,TRUE,
e9635554,"Welizarowicz, G.",Junípero serra's canonization or eurocentric heteronomy,2018,Studia Anglica Posnaniensia,53,s1,http://doi.org/10.2478/stap-2018-0013,,,,,0.030029167,FALSE,
1e76a45d,"Ong, G., McKague, M., Weekes, B., Sewell, D.K.",Diffusing the bilingual lexicon: Task-based and lexical components of language switch costs,2019,Cognitive Psychology,114,,http://doi.org/10.1016/j.cogpsych.2019.101225,,,,,0.72369119,FALSE,
3a550201,"Bowman, P.J.",Fontane and the programmatic realists: Contrasting theories of the novel,2008,Modern Language Review,103,1,http://doi.org/,,,,,0.551867073,TRUE,
057bb5a3,"Deygers, B., Zeidler, B., Vilcu, D., Carlsen, C.H.",One Framework to Unite Them All? Use of the CEFR in European University Entrance Policies,2018,Language Assessment Quarterly,15,1,http://doi.org/10.1080/15434303.2016.1261350,,,,,0.802170648,FALSE,
03255cf7,"Martanovschi, L.",Political engagement in four plays by Lynn Nottage,2018,"Analele Universitatii Ovidius Constanta, Seria Filologie",29,1,http://doi.org/,,,,,0.16501488,FALSE,
4743c317,"Ellis, N.C., Simpson-Vlach, R., Maynard, C.","Formulaic language in native and second language speakers: Psycholinguistics, corpus linguistics, and TESOL",2008,TESOL Quarterly,42,3,http://doi.org/10.1002/j.1545-7249.2008.tb00137.x,,,,,0.028394097,TRUE,
3adebb05,"Davies, C.",Humor theory and the fear of being laughed at,2009,Humor,22,2-Jan,http://doi.org/10.1515/HUMR.2009.003,,,,,0.047556276,TRUE,
996636f7,"Alechina, N., Logan, B.",A logic of situated resource-bounded agents,2009,"Journal of Logic, Language and Information",18,1,http://doi.org/10.1007/s10849-008-9073-6,,,,,0.758044618,TRUE,
9ae05892,"Roche, C., Costa, R., Carvalho, S., Almeida, B.",Knowledge-based terminological e-dictionaries: The EndoTerm and al-Andalus Pottery projects,2019,Terminology,25,2,http://doi.org/10.1075/term.00038.roc,,,,,0.442001779,FALSE,
217ec153,"Mogole, O., Schellack, N., Hollander, C., Ramma, L.","Knowledge of final year medicine, pharmacy, audiology and nursing students in South Africa on drug-induced ototoxicity: A pilot study",2019,South African Journal of Communication Disorders,66,1,http://doi.org/10.4102/sajcd.v66i1.606,,,,,0.728473485,FALSE,
594391b9,"Drijkoningen, F., Kampers-Manhe, B.",On inversions and the interpretation of subjects in French,2008,Probus,20,2,http://doi.org/10.1515/PRBS.2008.005,,,,,0.976514505,TRUE,
1e1585ce,"He, Q., Yang, B.",A corpus-based study of the correlation between text technicality and ideational metaphor in English,2018,Lingua,203,,http://doi.org/10.1016/j.lingua.2017.10.005,,,,,0.831210052,FALSE,
86617154,"Embick, D.",Variation and morphosyntactic theory: Competition fractionated,2008,Linguistics and Language Compass,2,1,http://doi.org/10.1111/j.1749-818X.2007.00038.x,,,,,0.261857359,TRUE,
7b5dc771,"Smith, B.","The relationship between scrolling, negotiation, and self-initiated self-repair in an SCMC environment",2009,CALICO Journal,26,2,http://doi.org/10.1558/cj.v26i2.231-245,,,,,0.918211878,TRUE,
d8ffeae7,"Ndimande, B.S.",Unraveling the neocolonial epistemologies: Decolonizing research toward transformative literacy,2018,Journal of Literacy Research,50,3,http://doi.org/10.1177/1086296X18784699,,,,,0.595452283,FALSE,
b64bf04a,"Delzendehrooy, S., Farid, A.K., Khoshsaligheh, M.",Despotism and translation in Iran: The case of naseri house of translation as the first state translation institution,2019,inTRAlinea,21,11-Jan,http://doi.org/,,,,,0.820275285,FALSE,
2766a879,"Edmundson, M.","\love's bitter mystery\"": Stephen dedalus, drowning, and the burden of guilt in ulysses""",2009,English Studies,90,5,http://doi.org/10.1080/00138380903180884,,,,,0.8727796,TRUE,
67a55748,"Romero, E.R.",Popular literary lieux de mémoire and Galician identity in Manuel Rivas's en salvaxe compaña,2009,Bulletin of Hispanic Studies,86,2,http://doi.org/10.1353/bhs.0.0025,,,,,0.54420791,TRUE,
de60c9ce,"Riches, C., Curdt-Christiansen, X.L.",A tale of two montréal communities: Parents' perspectives on their children's language and literacy development in a multilingual context,2009,Canadian Modern Language Review,66,4,http://doi.org/10.3138/cmlr.66.4.525,,,,,0.298376363,TRUE,
3ff0ca87,"Zwierlein, A.-J.",'The gift of seeing' - 'The eyes of faith': Visuelle evidenz und übersinnliches in Julian Barnes' Arthur &amp; George und anderen neo-viktorianischen detektivromanen,2008,Zeitschrift fur Anglistik und Amerikanistik,56,1,http://doi.org/,,,,,0.90416166,TRUE,
7b2ad6d2,"Aveling, E.-L., Gillespie, A.",Negotiating multiplicity: Adaptive asymmetries within second-generation turks’ “society of mind”?,2008,Journal of Constructivist Psychology,21,3,http://doi.org/10.1080/10720530802070635,,,,,0.310976287,TRUE,
6855b25b,"Luizova-Horeva, T.",The commercial transaction frame and english and bulgarian terms denoting prices in tourism and hospitality,2018,"Analele Universitatii din Craiova - Seria Stiinte Filologice, Lingvistica",40,2-Jan,http://doi.org/,,,,,0.016298398,FALSE,
74322954,"Pellin, T.",Introduction - Aspects of the grammatization of the Chinese language,2019,Histoire Epistemologie Langage,41,1,http://doi.org/10.1051/hel/2019010,,,,,0.195139608,FALSE,
49a7323b,"Beyer, H.L.",On recent proposals to abolish polysemy and homonymy in lexicography,2018,Lexikos,28,,http://doi.org/10.5788/28-1-1456,,,,,0.835514621,FALSE,
6fc1ef7b,"Horezeanu, M.",The gaps that speak for themselves or how to create a cloze (t)…,2019,British and American Studies,25,,http://doi.org/,,,,,0.387526609,FALSE,
42b0a896,"Haiman, J.",In defence of iconicity,2008,Cognitive Linguistics,19,1,http://doi.org/10.1515/COG.2008.002,,,,,0.67019074,TRUE,
833a5a17,"Elena Gómez Parra, M.",Bilingual and intercultural education (BIE): Meeting 21 <sup>st</sup> Century Educational Demands,2018,Theoria et Historia Scientiarum,15,,http://doi.org/10.12775/ths.2018.006,,,,,0.375365724,FALSE,
8d5b1230,"Velmezova, E.",About the (semiotic) limits of the human language: Discussing the case of Pirahã,2018,Sign Systems Studies,46,3-Feb,http://doi.org/10.12697/SSS.2018.46.2-3.12,,,,,0.705646926,FALSE,
73db307a,"Post, S.",Polarizing communication as media effects on antagonists. Understanding communication in conflicts in digital media societies,2019,Communication Theory,29,2,http://doi.org/10.1093/ct/qty022,,,,,0.274938864,FALSE,
668e174b,"Knollman-Porter, K., Julian, S.K.","Book club experiences, engagement, and reading support use by people with aphasia",2019,American Journal of Speech-Language Pathology,28,3,http://doi.org/10.1044/2019_AJSLP-18-0237,,,,,0.90296057,FALSE,
3aa8a74a,"Suskind, D.L., Leung, C.Y.Y., Webber, R.J., Hundertmark, A.C., Leffel, K.R., Suskind, E., Hernandez, M.W., Graf, E.",Development of the Survey of Parent/Provider Expectations and Knowledge (SPEAK),2018,First Language,38,3,http://doi.org/10.1177/0142723717737691,,,,,0.276724634,FALSE,
d22948e6,"Nilsson, I., Nyström, E.","To compose, read, and use a Byzantine text: Aspects of the chronicle of Constantine Manasses",2009,Byzantine and Modern Greek Studies,33,1,http://doi.org/10.1179/174962509X384606,,,,,0.028631558,TRUE,
d456aa00,"Vlach, H.A., Sandhofer, C.M., Kornell, N.",The spacing effect in children's memory and category induction,2008,Cognition,109,1,http://doi.org/10.1016/j.cognition.2008.07.013,,,,,0.606845534,TRUE,
5c84ce57,"Zitser, E.A.","\A dirty place for Americans to be\"": Images of the Russian civil war in Siberia from the Robert L. Eichelberger collection at Duke University Libraries""",2009,Slavic and East European Information Resources,10,1,http://doi.org/10.1080/15228880802714765,,,,,0.584256577,TRUE,
4088f0ab,"Dikilitaş, K., Mumford, S.E.","Teacher autonomy development through reading teacher research: agency, motivation and identity",2019,Innovation in Language Learning and Teaching,13,3,http://doi.org/10.1080/17501229.2018.1442471,,,,,0.85155619,FALSE,
dabfab17,"Signori, M.",Variations on a theme by Avicenna in al-Gazālī's Maqāsid al-falāsifa,2018,"Annali della Scuola Normale Superiore di Pisa, Classe di Lettere e Filosofia",10,2,http://doi.org/,,,,,0.957269347,FALSE,
23a79e3d,"Skalicky, S.",Lexical priming in humorous satirical newspaper headlines,2018,Humor,31,4,http://doi.org/10.1515/humor-2017-0061,,,,,0.860243695,FALSE,
b1f42867,"Berent, I., Marcus, G.",No integration without structured representations: Response to pater,2019,Language,95,1,http://doi.org/10.1353/lan.2019.0011,,,,,0.472170062,FALSE,
2dc47b49,"Horn, J.H., Pratt, S.R., Durrant, J.D.",Parameters to maximize 2f2-f1 distortion product otoacoustic emission levels,2008,"Journal of Speech, Language, and Hearing Research",51,6,http://doi.org/10.1044/1092-4388(2008/07-0179),,,,,0.878032503,TRUE,
9b017f6b,"Paulson, S.J., Gjelsvik, A.","Making literature televisual: Olaug Nilssen's Get me on the air, godammit (2005)",2009,Word and Image,25,3,http://doi.org/10.1080/02666280802631118,,,,,0.440171309,TRUE,
29ecdeb1,"Monderer, D., Tennenholtz, M.",Strong mediated equilibrium,2009,Artificial Intelligence,173,1,http://doi.org/10.1016/j.artint.2008.10.005,,,,,0.691313622,TRUE,
7fd84875,"Choi, Y.-H.",Ricœur and Saussure: On meaning and time,2008,Semiotica,168,4-Jan,http://doi.org/10.1515/SEM.2008.015,,,,,0.810749843,TRUE,
44f59216,"Wallace, W.E.",Michelangelo's wet nurse,2009,Arion - Journal of Humanities and the Classics,17,2,http://doi.org/,,,,,0.420261396,TRUE,
8431aef2,"Au, T.K.-f., Oh, J.S., Knightly, L.M., Jun, S.-A., Romo, L.F.",Salvaging a childhood language,2008,Journal of Memory and Language,58,4,http://doi.org/10.1016/j.jml.2007.11.001,,,,,0.091479077,TRUE,
114069f8,"Brunner, M., Palmer, S., Togher, L., Hemsley, B.",‘I kind of figured it out’: the views and experiences of people with traumatic brain injury (TBI) in using social media—self-determination for participation and inclusion online,2019,International Journal of Language and Communication Disorders,54,2,http://doi.org/10.1111/1460-6984.12405,,,,,0.087981506,FALSE,
8f811f21,"Schlüter, J.",All beginnings are light: A study of upbeat phenomena at the syntax-phonology interface,2009,Journal of English Linguistics,37,1,http://doi.org/10.1177/0075424208329307,,,,,0.116101185,TRUE,
62b79395,"Wischer, I.","Connectives in the History of English, eds. Ursula Lenker &amp; Anneli Meurman-Solin",2008,Anglia,126,3,http://doi.org/10.1515/angl.2008.069,,,,,0.228532585,TRUE,
28e8da4f,"De Beuzeville, L., Johnston, T., Schembri, A.",The use of space with indicating verbs in Auslan: A corpus-based investigation,2009,Sign Language and Linguistics (Online),12,1,http://doi.org/10.1075/sll.12.1.03deb,,,,,0.046751496,TRUE,
9041fe82,"Verschueren, J.",Intercultural communication and the challenges of migration,2008,Language and Intercultural Communication,8,1,http://doi.org/10.2167/laic298.0,,,,,0.878436942,TRUE,
b9116910,"Popli, A., Kumar, A.",Multilingual query-by-example spoken term detection in Indian languages,2019,International Journal of Speech Technology,22,1,http://doi.org/10.1007/s10772-018-09585-3,,,,,0.430649012,FALSE,
79edb0d7,"Grbić, N., Pöllabauer, S.",Counting what counts: Research on community interpreting in German-speaking countries - A scientometric study,2008,Target,20,2,http://doi.org/10.1075/target.20.2.06grb,,,,,0.667364738,TRUE,
a07eeded,"Seilstad, B.",Partially shared objects and the (Elusive) potential of expansive learning: the case of “jury” in community-based citizenship classes for Nepali-speaking Bhutanese refugee elders,2018,"Mind, Culture, and Activity",25,4,http://doi.org/10.1080/10749039.2018.1505918,,,,,0.907983154,FALSE,
9a885539,"Madehang, Sukirman",Developing a proposed syllabus of morphology and syntax course for undergraduate students of English education department at Institut Agama Islam Negeri Palopo,2019,Asian EFL Journal,21,2,http://doi.org/,,,,,0.287222847,FALSE,
5f711cf8,"Lempert, M.",What is an anthropology of gesture?,2019,Gesture,18,3-Feb,http://doi.org/10.1075/gest.19019.lem,,,,,0.729089127,FALSE,
a443756c,"Morón, M., Calvo, E.",Introducing transcreation skills in translator training contexts: A situated project-based approach,2018,Journal of Specialised Translation,,29,http://doi.org/,,,,,0.6814604,FALSE,
60cab848,"Opoku-Amankwa, K.",English-only language-in-education policy in multilingual classrooms in ghana,2009,"Language, Culture and Curriculum",22,2,http://doi.org/10.1080/07908310903075159,,,,,0.318726959,TRUE,
ac553a01,"Berg, T.",Adjective phrases with doubly modified heads: How lexical information influences word order and constituent structure,2019,English Language and Linguistics,23,2,http://doi.org/10.1017/S1360674317000430,,,,,0.911874332,FALSE,
dea39dd1,"Lee, C.H.",Adaptive changes in grain-size in morphological processing,2008,Journal of Psycholinguistic Research,37,1,http://doi.org/10.1007/s10936-007-9059-6,,,,,0.123438505,TRUE,
ce0c8fd5,"Tromly, F.B.","Sir Walter Ralegh instructs his son, twice",2009,Notes and Queries,56,4,http://doi.org/10.1093/notesj/gjp215,,,,,0.166850465,TRUE,
525f5d73,"Kamp, A.",Capitals and commitment: The case of a local learning and employment network,2009,Discourse,30,4,http://doi.org/10.1080/01596300903237230,,,,,0.46699891,TRUE,
5c73c285,"Howe, M.L., Wimmer, M.C., Gagnon, N., Plumpton, S.",An associative-activation theory of children's and adults' memory illusions,2009,Journal of Memory and Language,60,2,http://doi.org/10.1016/j.jml.2008.10.002,,,,,0.797502341,TRUE,
7037b99a,"Laming, D.",An improved algorithm for predicting free recalls,2008,Cognitive Psychology,57,3,http://doi.org/10.1016/j.cogpsych.2008.01.001,,,,,0.166997853,TRUE,
13e7aaa6,"Campbell, S.W.",From frontier to field: Old and new theoretical directions in mobile communication studies,2019,Communication Theory,29,1,http://doi.org/10.1093/ct/qty021,,,,,0.500827133,FALSE,
8b3a19a5,"Tecedor, M., Perez, A.",Perspectives on flipped L2 classes: implications for learner training,2019,Computer Assisted Language Learning,,,http://doi.org/10.1080/09588221.2019.1626439,,,,,0.188947637,FALSE,
818763b8,"Pagliarulo, G.",On the Etymology of Gothic Alew,2019,Journal of Germanic Linguistics,31,2,http://doi.org/10.1017/S1470542718000132,,,,,0.021544808,FALSE,
cb7bf2d0,"Zhang, Y., Dixon, T.L., Conrad, K.",Rap music videos and African American women's body image: The moderating role of ethnic identity,2009,Journal of Communication,59,2,http://doi.org/10.1111/j.1460-2466.2009.01415.x,,,,,0.102533147,TRUE,
de1c0c2a,"Dennett, D.C.",The Part of Cognitive Science That Is Philosophy,2009,Topics in Cognitive Science,1,2,http://doi.org/10.1111/j.1756-8765.2009.01015.x,,,,,0.975931126,TRUE,
47aa253e,"Bosley, L.",I don't teach reading: Critical reading instruction in composition courses,2008,Literacy Research and Instruction,47,4,http://doi.org/10.1080/19388070802332861,,,,,0.228233333,TRUE,
854857ae,"Kennard, H.J.",Non-Negative Word Order In Breton: Maintaining Verb-Second,2018,Transactions of the Philological Society,116,2,http://doi.org/10.1111/1467-968X.12119,,,,,0.787937378,FALSE,
6a1ec7ba,[No author name available],Koerner’s Korner 2019,2019,Historiographia Linguistica,46,3,http://doi.org/10.1075/hl.00048.koe,,,,,0.618300316,FALSE,
d7d173ac,"Proft, M., Dieball, A., Rakoczy, H.",What is the cognitive basis of the side-effect effect? An experimental test of competing theories,2019,Mind and Language,34,3,http://doi.org/10.1111/mila.12197,,,,,0.855522847,FALSE,
eb74bbe0,"Edney, M.H.",The anglophone toponyms associated with John Smith's description and map of New England,2009,Names,57,4,http://doi.org/10.1179/002777309X12513839123395,,,,,0.850192839,TRUE,
15a7cde8,"Fellner, A.M.","Crossing borders, shifting paradigms: New perspectives on American studies",2008,AAA - Arbeiten aus Anglistik und Amerikanistik,33,1,http://doi.org/,,,,,0.117368654,TRUE,
b7d09470,"Sulejmanov, F., Spasovski, O., Platt, T.",The development of the humour structure appreciation scale and its relation to sensation seeking inventory and need for closure scale,2018,European Journal of Humour Research,6,1,http://doi.org/10.7592/EJHR2018.6.1.sulejmanov,,,,,0.680041293,FALSE,
c47d086b,"Galante, A.",Drama for L2 Speaking and Language Anxiety: Evidence from Brazilian EFL Learners,2018,RELC Journal,49,3,http://doi.org/10.1177/0033688217746205,,,,,0.993445105,FALSE,
ef1a4751,"Ward, I.",Emily Brontë and the terrorist imagination,2008,English Studies,89,5,http://doi.org/10.1080/00138380802253014,,,,,0.089761162,TRUE,
cd7ea984,"Early, M., Marshall, S.",Adolescent ESL students' interpretation and appreciation of literary texts: A case study of multimodality,2008,Canadian Modern Language Review,64,3,http://doi.org/10.3138/cmlr.64.3.377,,,,,0.770010795,TRUE,
1449c65c,"Ibertsson, T., Hansson, K., Mäki-Torkko, E., Willstedtsvensson, U., Sahln, B.",Deaf teenagers with cochlear implants in conversation with hearing peers,2009,International Journal of Language and Communication Disorders,44,3,http://doi.org/10.1080/13682820802052067,,,,,0.212504115,TRUE,
4eb8b3ca,"Fahraeus, A.",A source for William Rowley's All's Lost by Lust,2009,Notes and Queries,56,1,http://doi.org/10.1093/notesj/gjn225,,,,,0.224100708,TRUE,
5a634123,"Lindstromberg, S.",Ratings of the emotional valence and arousal of collocations and their constituent words: How can they be useful in L2 vocabulary research?,2019,System,87,,http://doi.org/10.1016/j.system.2019.102144,,,,,0.672810021,FALSE,
347339f0,"Wolbers, K.A.",Using asl and print-based sign to build fluency and greater independence with written english among deaf students,2009,L1 Educational Studies in Language and Literature,10,1,http://doi.org/10.17239/l1esll-2010.10.01.05,,,,,0.333636672,TRUE,
102305c0,"Wood, L.",Charles d'Orléans's heart and its books,2018,Medium Aevum,87,2,http://doi.org/,,,,,0.944906389,FALSE,
9ebdfc25,"Mashaqba, B., Huneety, A.",Emergence of iambs in Eastern Arabic: Metrical iambicity dominating optimal nonfinality,2018,SKASE Journal of Theoretical Linguistics,15,3,http://doi.org/,,,,,0.503833319,FALSE,
7.83E+69,"Wallentin, M.",Putative sex differences in verbal abilities and language cortex: A critical review,2009,Brain and Language,108,3,http://doi.org/10.1016/j.bandl.2008.07.001,,,,,0.03708842,TRUE,
23e8ec6a,"Legate, J.A.",Warlpiri and the theory of second position clitics,2008,Natural Language and Linguistic Theory,26,1,http://doi.org/10.1007/s11049-007-9030-0,,,,,0.078453805,TRUE,
b92bd45b,"Lustanski, J.",Polish Canadians and Polish immigrants in Canada: Self-identity and language attitude,2009,International Journal of the Sociology of Language,,199,http://doi.org/10.1515/IJSL.2009.034,,,,,0.423575567,TRUE,
b4b1c737,"Bajnay, F.",Postcolonialism in children's eyes: The effects of colonization on the development of children,2018,In Esse: English Studies in Albania,9,2,http://doi.org/,,,,,0.75886582,FALSE,
2f507cfb,"Church, K.W.",Benchmarks and goals,2019,Natural Language Engineering,26,5,http://doi.org/10.1017/S1351324920000418,,,,,0.466218743,FALSE,
62d67830,"Marotta, G., Tamponi, L.",Omission of Final -S In Latin Inscriptions: Time and Space,2019,Transactions of the Philological Society,117,1,http://doi.org/10.1111/1467-968X.12145,,,,,0.468679618,FALSE,
6ac8b507,"Xie, Q., Lei, Y.",Formative assessment in primary English writing classes: A case study from Hong Kong,2019,Asian EFL Journal,23,5,http://doi.org/,,,,,0.718416889,FALSE,
7b847876,"Culicover, P.W., Winkler, S.",English focus inversion,2008,Journal of Linguistics,44,3,http://doi.org/10.1017/S0022226708005343,,,,,0.786980915,TRUE,
bf85a048,"Feldman, A.M.","Local families, local allegiances: Sigillography and autonomy in the eleventh-twelfth century Black Sea",2018,Byzantine and Modern Greek Studies,42,2,http://doi.org/10.1017/byz.2018.5,,,,,0.531168723,FALSE,
4e2930ca,"Kirkland, N.B.",Herodotus and Pseudo-herodotus in the Vita Herodotea<sup>*</sup>,2018,Transactions of the American Philological Association,148,2,http://doi.org/,,,,,0.92890344,FALSE,
019e8258,"Ghorashi, S., Enns, J.T., Spalek, T.M., Di Lollo, V.",Spatial cuing does not affect the magnitude of the attentional blink,2009,"Attention, Perception, and Psychophysics",71,5,http://doi.org/10.3758/APP.71.5.989,,,,,0.18564004,TRUE,
